#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:68224
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
PGA_scaffold_4__2_contigs__length_36220498	8003785	36220500	1083921	0.0708787	0.0184768	1	False
PGA_scaffold_9__2_contigs__length_24672620	22043878	24672622	1089865	0.152733	8.43547e-13	5.75502e-08	True
PGA_scaffold_2__3_contigs__length_39821804	39625730	39821807	1103732	-0.0446611	0.103876	1	False
PGA_scaffold_1__3_contigs__length_68588310	52589862	68588312	1111443	0.151516	3.78348e-11	2.58124e-06	True
PGA_scaffold_5__3_contigs__length_33547463	19009973	33547464	1118855	0.126324	1.61925e-07	0.0110472	True
PGA_scaffold_9__2_contigs__length_24672620	23242951	24672622	1119689	0.0865998	0.00134125	1	False
PGA_scaffold_9__2_contigs__length_24672620	17102816	24672622	1125933	0.114255	1.32514e-05	0.904061	False
PGA_scaffold_13__1_contigs__length_14207122	993746	14207123	1126478	0.0704953	0.00251199	1	False
PGA_scaffold_5__3_contigs__length_33547463	7845037	33547464	1127005	0.00966266	0.766961	1	False
PGA_scaffold_5__3_contigs__length_33547463	21332291	33547464	1130359	0.0315762	0.0970384	1	False
PGA_scaffold_1__3_contigs__length_68588310	40333130	68588312	1133158	0.0606601	0.0450157	1	False
PGA_scaffold_5__3_contigs__length_33547463	29438740	33547464	1133274	0.0541129	0.0760996	1	False
PGA_scaffold_4__2_contigs__length_36220498	3889643	36220500	1134619	0.143349	8.14755e-09	0.000555859	True
PGA_scaffold_2__3_contigs__length_39821804	35049038	39821807	1134771	0.000824392	1	1	False
PGA_scaffold_1__3_contigs__length_68588310	64592242	68588312	1149904	0.120496	9.06918e-07	0.0618736	False
PGA_scaffold_13__1_contigs__length_14207122	4817440	14207123	1155874	0.0798033	0.00712656	1	False
PGA_scaffold_10__1_contigs__length_24013043	17147050	24013044	1171907	0.114227	1.47749e-06	0.1008	False
PGA_scaffold_2__3_contigs__length_39821804	11463281	39821807	1172367	-0.089188	0.00236024	1	False
PGA_scaffold_8__2_contigs__length_24293693	23201495	24293695	1172680	0.115204	4.40071e-06	0.300234	False
PGA_scaffold_3__2_contigs__length_37134422	2884281	37134424	1172784	0.0136984	0.527408	1	False
PGA_scaffold_9__2_contigs__length_24672620	21925989	24672622	1173579	0.0444981	0.0498561	1	False
PGA_scaffold_6__2_contigs__length_31822043	792420	31822045	1174153	0.14193	1.22962e-10	8.38894e-06	True
PGA_scaffold_3__2_contigs__length_37134422	7366274	37134424	1176237	0.110009	8.09561e-06	0.552315	False
PGA_scaffold_11__2_contigs__length_17094816	7221675	17094818	1178575	0.0781545	0.0107439	1	False
PGA_scaffold_10__1_contigs__length_24013043	22228708	24013044	1183833	0.101669	6.11265e-05	1	False
PGA_scaffold_8__2_contigs__length_24293693	5322564	24293695	1189984	0.0871845	0.00110922	1	False
PGA_scaffold_10__1_contigs__length_24013043	3407463	24013044	1197059	0.0437217	0.15789	1	False
PGA_scaffold_5__3_contigs__length_33547463	8533772	33547464	1201900	0.108648	5.72968e-05	1	False
PGA_scaffold_1__3_contigs__length_68588310	51997415	68588312	1202045	0.116431	4.10501e-05	1	False
PGA_scaffold_5__3_contigs__length_33547463	32490803	33547464	1202273	0.0965213	7.77494e-05	1	False
PGA_scaffold_3__2_contigs__length_37134422	4559498	37134424	1202979	0.113325	3.94633e-06	0.269234	False
PGA_scaffold_4__2_contigs__length_36220498	27038023	36220500	1206507	0.120937	2.40559e-06	0.164119	False
PGA_scaffold_10__1_contigs__length_24013043	22921617	24013044	1210574	0.0459552	0.0852373	1	False
PGA_scaffold_8__2_contigs__length_24293693	5886089	24293695	1211810	0.124301	7.32709e-07	0.0499883	True
PGA_scaffold_5__3_contigs__length_33547463	8975219	33547464	1212903	0.0954668	0.00168123	1	False
PGA_scaffold_13__1_contigs__length_14207122	1884802	14207123	1213257	0.123055	1.97321e-07	0.013462	True
PGA_scaffold_7__2_contigs__length_31062125	20875958	31062127	1215089	0.0737737	0.00867302	1	False
PGA_scaffold_1__3_contigs__length_68588310	38753270	68588312	1219023	0.00250193	0.972611	1	False
PGA_scaffold_7__2_contigs__length_31062125	28763128	31062127	1220325	-0.000527233	1	1	False
PGA_scaffold_4__2_contigs__length_36220498	5229978	36220500	1220445	0.0340111	0.137147	1	False
PGA_scaffold_4__2_contigs__length_36220498	14565605	36220500	1220864	0.128078	2.28849e-08	0.0015613	True
PGA_scaffold_13__1_contigs__length_14207122	6241616	14207123	1222843	0.0842224	0.0010032	1	False
PGA_scaffold_7__2_contigs__length_31062125	8531395	31062127	1224105	0.116939	1.30666e-05	0.891459	False
PGA_scaffold_11__2_contigs__length_17094816	11292116	17094818	1228654	0.0929649	0.000519815	1	False
PGA_scaffold_8__2_contigs__length_24293693	3001622	24293695	1228921	0.0639481	0.0267075	1	False
PGA_scaffold_2__3_contigs__length_39821804	10106875	39821807	1229768	-0.0511029	0.00934035	1	False
PGA_scaffold_2__3_contigs__length_39821804	35283320	39821807	1229976	-0.0960803	3.24395e-05	1	False
PGA_scaffold_5__3_contigs__length_33547463	1336353	33547464	1238843	0.0679933	0.0220113	1	False
PGA_scaffold_7__2_contigs__length_31062125	16899190	31062127	1241924	0.0736012	0.0072017	1	False
PGA_scaffold_7__2_contigs__length_31062125	1241022	31062127	1245625	0.0727767	0.0123563	1	False
PGA_scaffold_5__3_contigs__length_33547463	15472603	33547464	1247432	0.0317967	0.309936	1	False
PGA_scaffold_10__1_contigs__length_24013043	9414953	24013044	1250246	0.12874	2.14658e-07	0.0146448	True
PGA_scaffold_9__2_contigs__length_24672620	19287686	24672622	1252460	0.0486201	0.117652	1	False
PGA_scaffold_5__3_contigs__length_33547463	22432626	33547464	1254411	0.110574	4.27742e-05	1	False
PGA_scaffold_6__2_contigs__length_31822043	9639371	31822045	1255122	0.132152	2.38025e-08	0.0016239	True
PGA_scaffold_3__2_contigs__length_37134422	10966623	37134424	1257268	0.0204181	0.483082	1	False
PGA_scaffold_1__3_contigs__length_68588310	58650216	68588312	1259587	0.0960612	0.000252079	1	False
PGA_scaffold_10__1_contigs__length_24013043	3407463	24013044	1263528	0.0333017	0.292304	1	False
PGA_scaffold_3__2_contigs__length_37134422	17725670	37134424	1264177	0.0998476	0.000495156	1	False
PGA_scaffold_1__3_contigs__length_68588310	59239405	68588312	1270340	0.14493	1.17714e-10	8.03092e-06	True
PGA_scaffold_5__3_contigs__length_33547463	22527650	33547464	1274735	0.0549085	0.0284948	1	False
PGA_scaffold_6__2_contigs__length_31822043	22462138	31822045	1276005	0.0633633	0.027147	1	False
PGA_scaffold_2__3_contigs__length_39821804	13404323	39821807	1277592	-0.164754	4.16467e-08	0.00284131	True
PGA_scaffold_1__3_contigs__length_68588310	60987275	68588312	1285067	-0.00588579	0.827401	1	False
PGA_scaffold_4__2_contigs__length_36220498	34446851	36220500	1287687	0.113862	4.08637e-06	0.278789	False
PGA_scaffold_2__3_contigs__length_39821804	39394848	39821807	1288196	-0.119547	7.19166e-05	1	False
PGA_scaffold_10__1_contigs__length_24013043	405941	24013044	1290169	0.0234377	0.442862	1	False
PGA_scaffold_1__3_contigs__length_68588310	35942864	68588312	1292797	0.0455909	0.0779261	1	False
PGA_scaffold_9__2_contigs__length_24672620	15444635	24672622	1292857	0.0327745	0.28864	1	False
PGA_scaffold_1__3_contigs__length_68588310	57991953	68588312	1304153	0.14169	1.27616e-08	0.000870649	True
PGA_scaffold_4__2_contigs__length_36220498	351913	36220500	1309746	0.140128	4.635e-09	0.000316218	True
PGA_scaffold_7__2_contigs__length_31062125	3978202	31062127	1311191	0.0675141	0.0257788	1	False
PGA_scaffold_5__3_contigs__length_33547463	20324570	33547464	1317473	0.112961	9.14169e-06	0.623682	False
PGA_scaffold_4__2_contigs__length_36220498	25969775	36220500	1321608	0.047489	0.0891301	1	False
PGA_scaffold_1__3_contigs__length_68588310	11824719	68588312	1323071	-0.00638425	0.860638	1	False
PGA_scaffold_6__2_contigs__length_31822043	21781179	31822045	1325213	0.141575	4.39517e-07	0.0299856	True
PGA_scaffold_8__2_contigs__length_24293693	11415287	24293695	1325555	0.102838	0.000709012	1	False
PGA_scaffold_4__2_contigs__length_36220498	29625590	36220500	1325911	0.0645232	0.0356679	1	False
PGA_scaffold_12__3_contigs__length_13210736	4723150	13210738	1325935	0.0718469	0.0105698	1	False
PGA_scaffold_10__1_contigs__length_24013043	240658	24013044	1327885	0.0946616	0.00182326	1	False
PGA_scaffold_6__2_contigs__length_31822043	10154022	31822045	1329690	0.104717	3.25728e-05	1	False
PGA_scaffold_4__2_contigs__length_36220498	15078002	36220500	1335032	0.113373	2.37968e-06	0.162351	False
PGA_scaffold_3__2_contigs__length_37134422	14317423	37134424	1335186	0.069853	0.019225	1	False
PGA_scaffold_1__3_contigs__length_68588310	56899086	68588312	1336649	0.151832	1.18152e-11	8.06081e-07	True
PGA_scaffold_3__2_contigs__length_37134422	16530256	37134424	1336712	0.124742	1.80838e-06	0.123375	False
PGA_scaffold_8__2_contigs__length_24293693	8658603	24293695	1337251	-0.00537774	0.872358	1	False
PGA_scaffold_2__3_contigs__length_39821804	10107012	39821807	1337931	-0.0817301	0.00585075	1	False
PGA_scaffold_4__2_contigs__length_36220498	35396286	36220500	1340188	0.1373	2.67187e-08	0.00182286	True
PGA_scaffold_3__2_contigs__length_37134422	29855818	37134424	1343563	0.127494	4.65619e-08	0.00317664	True
PGA_scaffold_4__2_contigs__length_36220498	19168220	36220500	1346858	0.0966459	0.0013733	1	False
PGA_scaffold_6__2_contigs__length_31822043	12073859	31822045	1347561	0.132469	1.1063e-08	0.000754765	True
PGA_scaffold_11__2_contigs__length_17094816	7167135	17094818	1350221	0.127129	1.79641e-07	0.0122558	True
PGA_scaffold_11__2_contigs__length_17094816	5359352	17094818	1351095	0.0314516	0.148907	1	False
PGA_scaffold_9__2_contigs__length_24672620	10874558	24672622	1353777	0.152906	1.87982e-11	1.28249e-06	True
PGA_scaffold_9__2_contigs__length_24672620	8014067	24672622	1354346	0.0919871	0.00034393	1	False
PGA_scaffold_4__2_contigs__length_36220498	20617322	36220500	1358710	0.133446	5.94151e-08	0.00405354	True
PGA_scaffold_8__2_contigs__length_24293693	17476485	24293695	1358746	0.0467412	0.0435235	1	False
PGA_scaffold_12__3_contigs__length_13210736	1588845	13210738	1359622	0.0717702	0.0177433	1	False
PGA_scaffold_12__3_contigs__length_13210736	10458175	13210738	1364180	0.0985247	0.000189106	1	False
PGA_scaffold_10__1_contigs__length_24013043	22361402	24013044	1365031	0.0260643	0.177994	1	False
PGA_scaffold_1__3_contigs__length_68588310	49912541	68588312	1365466	0.145419	4.28815e-10	2.92555e-05	True
PGA_scaffold_3__2_contigs__length_37134422	30742792	37134424	1366094	0.00130373	1	1	False
PGA_scaffold_8__2_contigs__length_24293693	10670434	24293695	1381951	0.0524641	0.0818762	1	False
PGA_scaffold_6__2_contigs__length_31822043	22904196	31822045	1383253	0.0233323	0.244423	1	False
PGA_scaffold_9__2_contigs__length_24672620	23369787	24672622	1388865	0.12689	1.87053e-06	0.127615	False
PGA_scaffold_5__3_contigs__length_33547463	15138311	33547464	1390063	0.130542	1.69589e-08	0.001157	True
PGA_scaffold_6__2_contigs__length_31822043	7618783	31822045	1391066	0.13569	2.09786e-08	0.00143124	True
PGA_scaffold_1__3_contigs__length_68588310	51997552	68588312	1394993	0.06506	0.0340223	1	False
PGA_scaffold_6__2_contigs__length_31822043	25809870	31822045	1405668	0.156175	1.93721e-11	1.32164e-06	True
PGA_scaffold_3__2_contigs__length_37134422	7376350	37134424	1406195	0.125107	7.7313e-07	0.052746	False
PGA_scaffold_6__2_contigs__length_31822043	24409292	31822045	1420347	0.147442	2.50002e-11	1.70562e-06	True
PGA_scaffold_1__3_contigs__length_68588310	56590229	68588312	1420420	0.112817	2.4288e-05	1	False
PGA_scaffold_4__2_contigs__length_36220498	8740687	36220500	1423229	0.119566	1.01582e-07	0.00693033	True
PGA_scaffold_4__2_contigs__length_36220498	34891256	36220500	1423398	-0.00267448	0.971643	1	False
PGA_scaffold_6__2_contigs__length_31822043	12524673	31822045	1426472	-0.00176382	1	1	False
PGA_scaffold_9__2_contigs__length_24672620	1343285	24672622	1439147	0.0184243	0.476376	1	False
PGA_scaffold_1__3_contigs__length_68588310	56590366	68588312	1454112	0.0241183	0.417171	1	False
PGA_scaffold_7__2_contigs__length_31062125	21539429	31062127	1454898	0.12757	5.56643e-07	0.0379764	True
PGA_scaffold_6__2_contigs__length_31822043	22640157	31822045	1463126	0.0232939	0.432243	1	False
PGA_scaffold_4__2_contigs__length_36220498	1072293	36220500	1468152	0.169835	6.1724e-12	4.21106e-07	True
PGA_scaffold_3__2_contigs__length_37134422	26624767	37134424	1472475	0.0688849	0.0249222	1	False
PGA_scaffold_11__2_contigs__length_17094816	16918794	17094818	1474503	0.0729685	0.00908421	1	False
PGA_scaffold_6__2_contigs__length_31822043	19283634	31822045	1479341	0.0653476	0.0334373	1	False
PGA_scaffold_5__3_contigs__length_33547463	28933459	33547464	1483897	0.0373086	0.229271	1	False
PGA_scaffold_10__1_contigs__length_24013043	1809115	24013044	1496681	0.0664309	0.015562	1	False
PGA_scaffold_1__3_contigs__length_68588310	4045622	68588312	1496798	0.113009	6.10138e-06	0.416261	False
PGA_scaffold_5__3_contigs__length_33547463	1363818	33547464	1497901	0.136351	1.36039e-07	0.00928113	True
PGA_scaffold_8__2_contigs__length_24293693	10950754	24293695	1499616	0.169049	2.22045e-16	1.51488e-11	True
PGA_scaffold_3__2_contigs__length_37134422	32781684	37134424	1503577	0.146857	7.27509e-11	4.96336e-06	True
PGA_scaffold_1__3_contigs__length_68588310	26337311	68588312	1505234	0.099234	0.000281077	1	False
PGA_scaffold_1__3_contigs__length_68588310	23455005	68588312	1510636	0.0810878	0.00268395	1	False
PGA_scaffold_12__3_contigs__length_13210736	10295136	13210738	1511888	0.0534227	0.0844799	1	False
PGA_scaffold_2__3_contigs__length_39821804	23012751	39821807	1511941	-0.0687602	0.00037843	1	False
PGA_scaffold_7__2_contigs__length_31062125	14339258	31062127	1513585	-0.00842609	0.764282	1	False
PGA_scaffold_5__3_contigs__length_33547463	14061359	33547464	1516859	0.0430698	0.146982	1	False
PGA_scaffold_1__3_contigs__length_68588310	6129368	68588312	1520527	0.143857	7.56019e-11	5.15786e-06	True
PGA_scaffold_13__1_contigs__length_14207122	8198795	14207123	1521065	0.146905	1.93285e-11	1.31867e-06	True
PGA_scaffold_7__2_contigs__length_31062125	14752142	31062127	1521729	0.101209	0.000175813	1	False
PGA_scaffold_3__2_contigs__length_37134422	25380242	37134424	1523669	0.0500676	0.077594	1	False
PGA_scaffold_2__3_contigs__length_39821804	3816095	39821807	1530126	-0.0693834	0.0195533	1	False
PGA_scaffold_10__1_contigs__length_24013043	5455097	24013044	1530237	0.149637	1.72075e-11	1.17396e-06	True
PGA_scaffold_6__2_contigs__length_31822043	7177432	31822045	1532864	-0.00537774	0.872358	1	False
PGA_scaffold_2__3_contigs__length_39821804	15772816	39821807	1534365	0.0206003	0.448396	1	False
PGA_scaffold_1__3_contigs__length_68588310	33278965	68588312	1534957	0.105273	0.000544046	1	False
PGA_scaffold_4__2_contigs__length_36220498	457627	36220500	1536914	0.122873	1.08162e-05	0.737925	False
PGA_scaffold_1__3_contigs__length_68588310	44678503	68588312	1537588	0.0347204	0.0981203	1	False
PGA_scaffold_3__2_contigs__length_37134422	14317423	37134424	1539144	0.0120304	0.689538	1	False
PGA_scaffold_1__3_contigs__length_68588310	11180052	68588312	1539318	0.0698339	0.00565684	1	False
PGA_scaffold_3__2_contigs__length_37134422	18173913	37134424	1540882	0.0794486	0.00938076	1	False
PGA_scaffold_7__2_contigs__length_31062125	24950544	31062127	1543801	0.0762756	0.0128447	1	False
PGA_scaffold_11__2_contigs__length_17094816	6069827	17094818	1545553	-0.000603914	1	1	False
PGA_scaffold_10__1_contigs__length_24013043	4516655	24013044	1545737	0.038181	0.224181	1	False
PGA_scaffold_9__2_contigs__length_24672620	21596562	24672622	1551735	0.0265244	0.241127	1	False
PGA_scaffold_5__3_contigs__length_33547463	25923483	33547464	1552266	0.149685	3.9363e-12	2.6855e-07	True
PGA_scaffold_11__2_contigs__length_17094816	6015163	17094818	1554107	0.120764	9.28692e-07	0.0633591	False
PGA_scaffold_8__2_contigs__length_24293693	21962962	24293695	1555729	0.140761	8.39262e-10	5.72578e-05	True
PGA_scaffold_4__2_contigs__length_36220498	17786811	36220500	1557375	0.0634688	0.0113608	1	False
PGA_scaffold_4__2_contigs__length_36220498	34566315	36220500	1557615	0.130839	4.16811e-07	0.0284365	True
PGA_scaffold_3__2_contigs__length_37134422	7376213	37134424	1567511	0.113354	2.40787e-05	1	False
PGA_scaffold_4__2_contigs__length_36220498	11192493	36220500	1572353	0.0494541	0.106971	1	False
PGA_scaffold_5__3_contigs__length_33547463	22253082	33547464	1573532	0.0555508	0.0696491	1	False
PGA_scaffold_6__2_contigs__length_31822043	22640020	31822045	1585068	0.110488	0.000239645	1	False
PGA_scaffold_5__3_contigs__length_33547463	26734282	33547464	1587824	0.075087	0.00462574	1	False
PGA_scaffold_5__3_contigs__length_33547463	5672232	33547464	1592149	0.0811357	0.00230627	1	False
PGA_scaffold_5__3_contigs__length_33547463	16193903	33547464	1594507	0.051678	0.0709997	1	False
PGA_scaffold_1__3_contigs__length_68588310	35943001	68588312	1600920	0.0572667	0.0451833	1	False
PGA_scaffold_11__2_contigs__length_17094816	16784307	17094818	1602316	0.0589826	0.0152322	1	False
PGA_scaffold_3__2_contigs__length_37134422	30599366	37134424	1604083	0.104717	3.25728e-05	1	False
PGA_scaffold_11__2_contigs__length_17094816	3747472	17094818	1604437	0.155053	4.14125e-11	2.82533e-06	True
PGA_scaffold_2__3_contigs__length_39821804	35942246	39821807	1608117	-0.126851	2.04484e-05	1	False
PGA_scaffold_6__2_contigs__length_31822043	26969787	31822045	1610879	0.0192775	0.558635	1	False
PGA_scaffold_3__2_contigs__length_37134422	21896750	37134424	1611420	0.0471726	0.0878171	1	False
PGA_scaffold_4__2_contigs__length_36220498	12711204	36220500	1615700	0.0233323	0.244423	1	False
PGA_scaffold_7__2_contigs__length_31062125	16589150	31062127	1615714	0.130446	7.64798e-08	0.00521775	True
PGA_scaffold_1__3_contigs__length_68588310	12039070	68588312	1623232	0.145132	3.16912e-08	0.0021621	True
PGA_scaffold_10__1_contigs__length_24013043	23441937	24013044	1627399	0.0764003	0.0125274	1	False
PGA_scaffold_10__1_contigs__length_24013043	2811843	24013044	1631701	0.119786	2.35005e-07	0.016033	True
PGA_scaffold_11__2_contigs__length_17094816	7328249	17094818	1631909	0.128663	1.04942e-08	0.000715957	True
PGA_scaffold_13__1_contigs__length_14207122	9795589	14207123	1633742	0.104305	8.07294e-05	1	False
PGA_scaffold_5__3_contigs__length_33547463	27765975	33547464	1635221	0.054736	0.0744898	1	False
PGA_scaffold_3__2_contigs__length_37134422	26624767	37134424	1635607	0.0659515	0.0165625	1	False
PGA_scaffold_7__2_contigs__length_31062125	18609363	31062127	1637205	0.12989	1.33995e-06	0.091417	False
PGA_scaffold_6__2_contigs__length_31822043	19763856	31822045	1637853	0.0914023	0.000440693	1	False
PGA_scaffold_8__2_contigs__length_24293693	4566024	24293695	1637927	0.132277	1.70067e-07	0.0116026	True
PGA_scaffold_4__2_contigs__length_36220498	4918093	36220500	1643541	0.11091	3.2358e-06	0.220759	False
PGA_scaffold_1__3_contigs__length_68588310	64592379	68588312	1643799	0.141029	9.1071e-10	6.21323e-05	True
PGA_scaffold_6__2_contigs__length_31822043	20112264	31822045	1646738	0.0784612	0.00786829	1	False
PGA_scaffold_12__3_contigs__length_13210736	5888829	13210738	1647867	0.0187885	0.484761	1	False
PGA_scaffold_8__2_contigs__length_24293693	17127996	24293695	1660968	0.0077934	0.779328	1	False
PGA_scaffold_12__3_contigs__length_13210736	3564371	13210738	1668360	0.0866477	0.00113151	1	False
PGA_scaffold_2__3_contigs__length_39821804	6566580	39821807	1672360	-0.0231981	0.423085	1	False
PGA_scaffold_6__2_contigs__length_31822043	24409429	31822045	1675424	0.100739	1.76491e-05	1	False
PGA_scaffold_11__2_contigs__length_17094816	9507063	17094818	1675792	-0.0210796	0.291898	1	False
PGA_scaffold_1__3_contigs__length_68588310	23158068	68588312	1678970	0.124886	4.55173e-07	0.0310537	True
PGA_scaffold_9__2_contigs__length_24672620	19287823	24672622	1679336	0.113325	3.94633e-06	0.269234	False
PGA_scaffold_6__2_contigs__length_31822043	20357436	31822045	1683865	0.149541	1.84706e-10	1.26014e-05	True
PGA_scaffold_10__1_contigs__length_24013043	405122	24013044	1684845	0.0259301	0.362894	1	False
PGA_scaffold_10__1_contigs__length_24013043	22361402	24013044	1688123	0.0258438	0.206407	1	False
PGA_scaffold_1__3_contigs__length_68588310	19980196	68588312	1691125	0.0573817	0.0585542	1	False
PGA_scaffold_1__3_contigs__length_68588310	55873468	68588312	1698300	0.145103	1.04083e-09	7.10094e-05	True
PGA_scaffold_1__3_contigs__length_68588310	59455265	68588312	1705736	0.119039	1.61108e-05	1	False
PGA_scaffold_13__1_contigs__length_14207122	993746	14207123	1706369	0.0196225	0.395657	1	False
PGA_scaffold_4__2_contigs__length_36220498	10606909	36220500	1706502	0.0649738	0.0279325	1	False
PGA_scaffold_2__3_contigs__length_39821804	7494989	39821807	1706664	-0.0305122	0.299377	1	False
PGA_scaffold_3__2_contigs__length_37134422	16720177	37134424	1706862	0.0889675	0.00261372	1	False
PGA_scaffold_6__2_contigs__length_31822043	30000832	31822045	1709601	0.0943836	0.00089207	1	False
PGA_scaffold_1__3_contigs__length_68588310	65255208	68588312	1711318	0.0674661	0.0264686	1	False
PGA_scaffold_10__1_contigs__length_24013043	9216928	24013044	1712813	0.111571	1.28309e-05	0.875378	False
PGA_scaffold_4__2_contigs__length_36220498	7794595	36220500	1713062	0.0897728	0.00132365	1	False
PGA_scaffold_3__2_contigs__length_37134422	17725533	37134424	1713647	0.00289497	0.951025	1	False
PGA_scaffold_1__3_contigs__length_68588310	56491034	68588312	1715700	0.0780011	0.00353249	1	False
PGA_scaffold_1__3_contigs__length_68588310	43194098	68588312	1716895	0.0508249	0.0866054	1	False
PGA_scaffold_9__2_contigs__length_24672620	8013930	24672622	1724084	0.157881	2.95108e-12	2.01335e-07	True
PGA_scaffold_7__2_contigs__length_31062125	20683814	31062127	1725437	-0.00364267	0.924092	1	False
PGA_scaffold_8__2_contigs__length_24293693	23206308	24293695	1725910	0.113057	3.87353e-06	0.264267	False
PGA_scaffold_5__3_contigs__length_33547463	24956562	33547464	1728864	0.0251824	0.434499	1	False
PGA_scaffold_4__2_contigs__length_36220498	33668607	36220500	1734075	0.0952942	0.0016116	1	False
PGA_scaffold_2__3_contigs__length_39821804	1096335	39821807	1735316	-0.0959365	0.00160105	1	False
PGA_scaffold_1__3_contigs__length_68588310	5276316	68588312	1742898	0.0916516	0.00118741	1	False
PGA_scaffold_11__2_contigs__length_17094816	3747335	17094818	1745073	0.0276172	0.289176	1	False
PGA_scaffold_5__3_contigs__length_33547463	10804738	33547464	1749403	0.0453992	0.0551059	1	False
PGA_scaffold_1__3_contigs__length_68588310	4413552	68588312	1751114	0.115108	9.54699e-06	0.651334	False
PGA_scaffold_9__2_contigs__length_24672620	11135113	24672622	1751743	-0.0146665	0.510034	1	False
PGA_scaffold_1__3_contigs__length_68588310	11312791	68588312	1755124	0.131663	9.06786e-09	0.000618646	True
PGA_scaffold_6__2_contigs__length_31822043	7237878	31822045	1756375	0.156807	1.73539e-12	1.18395e-07	True
