#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:68224
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
ptg000012l	4817440	14207123	1160142	0.0798033	0.00712656	1	False
ptg000006l	17147050	24013044	1167536	0.114227	1.47749e-06	0.1008	False
ptg000005l	12620663	24084085	1167993	-0.089188	0.00236024	1	False
ptg000008l	13096262	14188462	1172319	0.115204	4.40071e-06	0.300234	False
ptg000009l	25011569	27895991	1172416	0.0136984	0.527408	1	False
ptg000028l	9019471	11766104	1173202	0.0444981	0.0498561	1	False
ptg000011l	20872462	21665023	1173770	0.14193	1.22962e-10	8.38894e-06	True
ptg000009l	20529576	27895991	1175848	0.110009	8.09561e-06	0.552315	False
ptg000024l	5662641	12884424	1178179	0.0781545	0.0107439	1	False
ptg000004l	5322564	10105133	1187548	0.0871845	0.00110922	1	False
ptg000006l	3407463	24013044	1194848	0.0437217	0.15789	1	False
ptg000016l	17504593	23567710	1195709	0.108648	5.72968e-05	1	False
ptg000017l	6868863	23459760	1195852	0.116431	4.10501e-05	1	False
ptg000016l	7789161	23567710	1196083	0.0965213	7.77494e-05	1	False
ptg000009l	23336352	27895991	1196773	0.113325	3.94633e-06	0.269234	False
ptg000003l	26412673	35595150	1200269	0.120937	2.40559e-06	0.164119	False
ptg000004l	5886089	10105133	1205550	0.124301	7.32709e-07	0.0499883	True
ptg000012l	1884802	14207123	1206957	0.123055	1.97321e-07	0.013462	True
ptg000006l	22228708	24013044	1208947	0.101669	6.11265e-05	1	False
ptg000002l	1508521	30271790	1214698	-0.000527233	1	1	False
ptg000003l	4604628	35595150	1214817	0.0340111	0.137147	1	False
ptg000003l	13940255	35595150	1215230	0.128078	2.28849e-08	0.0015613	True
ptg000012l	6241616	14207123	1217190	0.0842224	0.0010032	1	False
ptg000002l	21740254	30271790	1218446	0.116939	1.30666e-05	0.891459	False
ptg000002l	9395691	30271790	1218572	0.0737737	0.00867302	1	False
ptg000015l	6375041	36964833	1226817	0.00250193	0.972611	1	False
ptg000024l	1592167	12884424	1228190	0.0929649	0.000519815	1	False
ptg000004l	3001622	10105133	1228452	0.0639481	0.0267075	1	False
ptg000005l	13977069	24084085	1229303	-0.0511029	0.00934035	1	False
ptg000013l	335441	11534717	1229510	-0.0960803	3.24395e-05	1	False
ptg000002l	29030627	30271790	1235417	0.0727767	0.0123563	1	False
ptg000021l	875617	10104556	1237172	0.0317967	0.309936	1	False
ptg000002l	13372459	30271790	1240106	0.0736012	0.0072017	1	False
ptg000021l	7835640	10104556	1245761	0.110574	4.27742e-05	1	False
ptg000011l	12025511	21665023	1246468	0.132152	2.38025e-08	0.0016239	True
ptg000009l	16929227	27895991	1248573	0.0204181	0.483082	1	False
ptg000016l	10307174	23567710	1252046	0.0679933	0.0220113	1	False
ptg000006l	9414953	24013044	1253973	0.12874	2.14658e-07	0.0146448	True
ptg000017l	13521664	23459760	1256357	0.0960612	0.000252079	1	False
ptg000006l	3407463	24013044	1260250	0.0333017	0.292304	1	False
ptg000009l	10170180	27895991	1260891	0.0998476	0.000495156	1	False
ptg000022l	8917708	10156922	1261972	0.0233323	0.244423	1	False
ptg000028l	10463269	11766104	1267002	0.12689	1.87053e-06	0.127615	False
ptg000021l	541325	10104556	1268089	0.130542	1.69589e-08	0.001157	True
ptg000011l	14046099	21665023	1268976	0.13569	2.09786e-08	0.00143124	True
ptg000017l	6869000	23459760	1272432	0.06506	0.0340223	1	False
ptg000022l	6012034	10156922	1281936	0.156175	1.93721e-11	1.32164e-06	True
ptg000009l	20519500	27895991	1282401	0.125107	7.7313e-07	0.052746	False
ptg000022l	7412612	10156922	1295075	0.147442	2.50002e-11	1.70562e-06	True
ptg000017l	11461677	23459760	1295145	0.112817	2.4288e-05	1	False
ptg000003l	8115337	35595150	1297633	0.119566	1.01582e-07	0.00693033	True
ptg000034l	4117893	9175924	1299255	0.0302725	0.272854	1	False
ptg000011l	9140209	21665023	1300489	-0.00176382	1	1	False
ptg000017l	11461814	23459760	1324956	0.0241183	0.417171	1	False
ptg000002l	8732220	30271790	1325649	0.12757	5.56643e-07	0.0379764	True
ptg000022l	9181747	10156922	1332767	0.0232939	0.432243	1	False
ptg000003l	446943	35595150	1337114	0.169835	6.1724e-12	4.21106e-07	True
ptg000009l	1271083	27895991	1340986	0.0688849	0.0249222	1	False
ptg000023l	175883	4210294	1342736	0.0729685	0.00908421	1	False
ptg000011l	2381248	21665023	1347058	0.0653476	0.0334373	1	False
ptg000016l	4231817	23567710	1351008	0.0373086	0.229271	1	False
ptg000016l	10334639	23567710	1363461	0.136351	1.36039e-07	0.00928113	True
ptg000008l	845521	14188462	1365003	0.169049	2.22045e-16	1.51488e-11	True
ptg000015l	18791000	36964833	1369890	0.099234	0.000281077	1	False
ptg000015l	21673306	36964833	1374781	0.0810878	0.00268395	1	False
ptg000014l	1927958	3484649	1375892	0.0534227	0.0844799	1	False
ptg000002l	15932391	30271790	1377311	-0.00842609	0.764282	1	False
ptg000016l	23032180	23567710	1380243	0.0430698	0.146982	1	False
ptg000034l	2034010	9175924	1383448	0.143857	7.56019e-11	5.15786e-06	True
ptg000012l	8198795	14207123	1383926	0.146905	1.93285e-11	1.31867e-06	True
ptg000002l	15519507	30271790	1384575	0.101209	0.000175813	1	False
ptg000028l	6381168	11766104	1389372	0.0486201	0.117652	1	False
ptg000001l	1343285	12906418	1392071	0.0184243	0.476376	1	False
ptg000017l	14110853	23459760	1393688	0.14493	1.17714e-10	8.03092e-06	True
ptg000021l	7930664	10104556	1398725	0.0549085	0.0284948	1	False
ptg000005l	10679621	24084085	1408027	-0.164754	4.16467e-08	0.00284131	True
ptg000005l	23578362	24084085	1410080	-0.000153363	1	1	False
ptg000015l	9185447	36964833	1413985	0.0455909	0.0779261	1	False
ptg000028l	2538117	11766104	1414045	0.0327745	0.28864	1	False
ptg000022l	9359766	10156922	1419173	0.0633633	0.027147	1	False
ptg000017l	15858723	23459760	1421592	-0.00588579	0.827401	1	False
ptg000017l	12863401	23459760	1430811	0.14169	1.27616e-08	0.000870649	True
ptg000003l	33821501	35595150	1437482	0.113862	4.08637e-06	0.278789	False
ptg000019l	3775846	4202805	1438051	-0.119547	7.19166e-05	1	False
ptg000006l	405941	24013044	1440223	0.0234377	0.442862	1	False
ptg000002l	26293447	30271790	1441942	0.0675141	0.0257788	1	False
ptg000003l	34770936	35595150	1446693	0.1373	2.67187e-08	0.00182286	True
ptg000007l	7278465	9238333	1450533	0.127494	4.65619e-08	0.00317664	True
ptg000005l	1071193	24084085	1454002	-0.0687602	0.00037843	1	False
ptg000003l	18542870	35595150	1454253	0.0966459	0.0013733	1	False
ptg000011l	9591023	21665023	1455078	0.132469	1.1063e-08	0.000754765	True
ptg000024l	5717148	12884424	1458028	0.127129	1.79641e-07	0.0122558	True
ptg000024l	7524931	12884424	1459051	0.0314516	0.148907	1	False
ptg000026l	273196	625250	1461837	0.140128	4.635e-09	0.000316218	True
ptg000007l	4352599	9238333	1462187	0.146857	7.27509e-11	4.96336e-06	True
ptg000003l	25344425	35595150	1465264	0.047489	0.0891301	1	False
ptg000015l	33303591	36964833	1466899	-0.00638425	0.860638	1	False
ptg000022l	10040725	10156922	1469278	0.141575	4.39517e-07	0.0299856	True
ptg000008l	1310054	14188462	1469679	0.102838	0.000709012	1	False
ptg000003l	29000240	35595150	1470087	0.0645232	0.0356679	1	False
ptg000018l	4015195	8738486	1470115	0.0718469	0.0105698	1	False
ptg000006l	240658	24013044	1472324	0.0946616	0.00182326	1	False
ptg000011l	11510860	21665023	1474402	0.104717	3.25728e-05	1	False
ptg000003l	14452652	35595150	1480564	0.113373	2.37968e-06	0.162351	False
ptg000009l	13578427	27895991	1480749	0.069853	0.019225	1	False
ptg000003l	34265906	35595150	1480876	-0.00267448	0.971643	1	False
ptg000009l	2515608	27895991	1481331	0.0500676	0.077594	1	False
ptg000017l	11770534	23459760	1482484	0.151832	1.18152e-11	8.06081e-07	True
ptg000009l	11365594	27895991	1482572	0.124742	1.80838e-06	0.123375	False
ptg000004l	8658603	10105133	1483173	-0.00537774	0.872358	1	False
ptg000005l	13976956	24084085	1483986	-0.0817301	0.00585075	1	False
ptg000021l	5727584	10104556	1489143	0.112961	9.14169e-06	0.623682	False
ptg000001l	10874558	12906418	1492385	0.152906	1.87982e-11	1.28249e-06	True
ptg000001l	8014067	12906418	1493038	0.0919871	0.00034393	1	False
ptg000004l	2561329	10105133	1495123	0.016162	0.437442	1	False
ptg000008l	565201	14188462	1506573	0.0524641	0.0818762	1	False
ptg000024l	6814448	12884424	1511562	-0.000603914	1	1	False
ptg000006l	4516655	24013044	1511748	0.038181	0.224181	1	False
ptg000018l	7149500	8738486	1513751	0.0717702	0.0177433	1	False
ptg000028l	8690044	11766104	1517580	0.0265244	0.241127	1	False
ptg000005l	1298298	24084085	1521153	-0.0592126	0.0482533	1	False
ptg000003l	19991972	35595150	1521593	0.133446	5.94151e-08	0.00405354	True
ptg000008l	7371252	14188462	1521631	0.0467412	0.0435235	1	False
ptg000006l	1809115	24013044	1522153	0.0664309	0.015562	1	False
ptg000014l	1764919	3484649	1527915	0.0985247	0.000189106	1	False
ptg000006l	22361402	24013044	1528894	0.0260643	0.177994	1	False
ptg000017l	4783989	23459760	1529400	0.145419	4.28815e-10	2.92555e-05	True
ptg000007l	6391491	9238333	1530102	0.00130373	1	1	False
ptg000005l	20267849	24084085	1534315	-0.0693834	0.0195533	1	False
ptg000006l	5455097	24013044	1534422	0.149637	1.72075e-11	1.17396e-06	True
ptg000005l	8311128	24084085	1537490	0.0206003	0.448396	1	False
ptg000015l	11849346	36964833	1538075	0.105273	0.000544046	1	False
ptg000021l	1596917	10104556	1539035	0.051678	0.0709997	1	False
ptg000015l	9185310	36964833	1545140	0.0572667	0.0451833	1	False
ptg000023l	310369	4210294	1546444	0.0589826	0.0152322	1	False
ptg000007l	6534917	9238333	1548092	0.104717	3.25728e-05	1	False
ptg000024l	9136811	12884424	1548430	0.155053	4.14125e-11	2.82533e-06	True
ptg000019l	323244	4202805	1551923	-0.126851	2.04484e-05	1	False
ptg000022l	4852117	10156922	1554533	0.0192775	0.558635	1	False
ptg000009l	5999100	27895991	1555047	0.0471726	0.0878171	1	False
ptg000011l	14487450	21665023	1559774	-0.00537774	0.872358	1	False
ptg000016l	1221841	23567710	1562512	0.149685	3.9363e-12	2.6855e-07	True
ptg000026l	167482	625250	1562624	0.122873	1.08162e-05	0.737925	False
ptg000015l	449808	36964833	1563287	0.0347204	0.0981203	1	False
ptg000009l	13578427	27895991	1564920	0.0120304	0.689538	1	False
ptg000015l	33948261	36964833	1565097	0.0698339	0.00565684	1	False
ptg000009l	9721937	27895991	1566699	0.0794486	0.00938076	1	False
ptg000002l	5321105	30271790	1569653	0.0762756	0.0128447	1	False
ptg000024l	6869120	12884424	1571955	0.120764	9.28692e-07	0.0633591	False
ptg000008l	11857729	14188462	1573623	0.140761	8.39262e-10	5.72578e-05	True
ptg000003l	17161461	35595150	1575284	0.0634688	0.0113608	1	False
ptg000003l	33940965	35595150	1575529	0.130839	4.16811e-07	0.0284365	True
ptg000022l	9181884	10156922	1577126	0.110488	0.000239645	1	False
ptg000016l	2032640	23567710	1579844	0.075087	0.00462574	1	False
ptg000009l	20519637	27895991	1580365	0.113354	2.40787e-05	1	False
ptg000003l	10567143	35595150	1585219	0.0494541	0.106971	1	False
ptg000021l	7656096	10104556	1586423	0.0555508	0.0696491	1	False
ptg000034l	8593747	9175924	1591224	0.0785763	0.00394719	1	False
ptg000015l	33089241	36964833	1616125	0.145132	3.16912e-08	0.0021621	True
ptg000006l	23441937	24013044	1620274	0.0764003	0.0125274	1	False
ptg000016l	14643053	23567710	1622546	0.0811357	0.00230627	1	False
ptg000003l	12085854	35595150	1627388	0.0233323	0.244423	1	False
ptg000002l	13682499	30271790	1627405	0.130446	7.64798e-08	0.00521775	True
ptg000008l	7022763	14188462	1634230	0.0077934	0.779328	1	False
ptg000003l	4292743	35595150	1642501	0.11091	3.2358e-06	0.220759	False
ptg000017l	19463827	23459760	1642767	0.141029	9.1071e-10	6.21323e-05	True
ptg000006l	2811843	24013044	1644411	0.119786	2.35005e-07	0.016033	True
ptg000024l	5556034	12884424	1644627	0.128663	1.04942e-08	0.000715957	True
ptg000018l	5173974	8738486	1646658	0.0866477	0.00113151	1	False
ptg000005l	17517364	24084085	1650542	-0.0231981	0.423085	1	False
ptg000022l	7412475	10156922	1653586	0.100739	1.76491e-05	1	False
ptg000024l	3377220	12884424	1653935	-0.0210796	0.291898	1	False
ptg000015l	21970243	36964833	1657007	0.124886	4.55173e-07	0.0310537	True
ptg000012l	9795589	14207123	1659066	0.104305	8.07294e-05	1	False
ptg000016l	3064333	23567710	1660578	0.054736	0.0744898	1	False
ptg000009l	1271083	27895991	1660974	0.0659515	0.0165625	1	False
ptg000002l	11662286	30271790	1662626	0.12989	1.33995e-06	0.091417	False
ptg000011l	1901026	21665023	1663313	0.0914023	0.000440693	1	False
ptg000004l	4566024	10105133	1663390	0.132277	1.70067e-07	0.0116026	True
ptg000011l	1552618	21665023	1671860	0.0784612	0.00786829	1	False
ptg000028l	6381305	11766104	1672374	0.113325	3.94633e-06	0.269234	False
ptg000018l	2849516	8738486	1673021	0.0187885	0.484761	1	False
ptg000017l	20126656	23459760	1680446	0.0674661	0.0264686	1	False
ptg000006l	9216928	24013044	1681899	0.111571	1.28309e-05	0.875378	False
ptg000003l	7169245	35595150	1682142	0.0897728	0.00132365	1	False
ptg000009l	10170317	27895991	1682738	0.00289497	0.951025	1	False
ptg000017l	11362482	23459760	1684745	0.0780011	0.00353249	1	False
ptg000015l	1934213	36964833	1685929	0.0508249	0.0866054	1	False
ptg000006l	405122	24013044	1691810	0.0259301	0.362894	1	False
ptg000006l	22361402	24013044	1695076	0.0258438	0.206407	1	False
ptg000011l	1307446	21665023	1699794	0.149541	1.84706e-10	1.26014e-05	True
ptg000017l	10744916	23459760	1700067	0.145103	1.04083e-09	7.10094e-05	True
ptg000017l	14326713	23459760	1707559	0.119039	1.61108e-05	1	False
ptg000012l	993746	14207123	1708201	0.0196225	0.395657	1	False
ptg000003l	9981559	35595150	1708331	0.0649738	0.0279325	1	False
ptg000005l	16588955	24084085	1708501	-0.0305122	0.299377	1	False
ptg000022l	1821072	10156922	1711436	0.0943836	0.00089207	1	False
ptg000015l	25148115	36964833	1716127	0.0573817	0.0585542	1	False
ptg000009l	11175673	27895991	1717674	0.0889675	0.00261372	1	False
ptg000024l	9136948	12884424	1723957	0.0276172	0.289176	1	False
ptg000001l	8013930	12906418	1727952	0.157881	2.95108e-12	2.01335e-07	True
ptg000002l	9587835	30271790	1729312	-0.00364267	0.924092	1	False
ptg000008l	13101075	14188462	1729793	0.113057	3.87353e-06	0.264267	False
ptg000016l	254920	23567710	1732762	0.0251824	0.434499	1	False
ptg000003l	33043257	35595150	1738000	0.0952942	0.0016116	1	False
ptg000005l	22987609	24084085	1739257	-0.0959365	0.00160105	1	False
ptg000034l	2887062	9175924	1739988	0.0916516	0.00118741	1	False
ptg000016l	19775559	23567710	1749081	0.0453992	0.0551059	1	False
ptg000015l	33815520	36964833	1751179	0.131663	9.06786e-09	0.000618646	True
ptg000011l	14427004	21665023	1752422	0.156807	1.73539e-12	1.18395e-07	True
ptg000024l	8793098	12884424	1752714	0.0643699	0.0126355	1	False
ptg000005l	11368128	24084085	1754259	-0.0180983	0.55541	1	False
ptg000034l	3749826	9175924	1759771	0.115108	9.54699e-06	0.651334	False
ptg000001l	11135113	12906418	1760416	-0.0146665	0.510034	1	False
ptg000008l	2450345	14188462	1767318	0.0692108	0.0111276	1	False
ptg000006l	2560119	24013044	1767537	0.0944123	0.00141397	1	False
ptg000003l	33246650	35595150	1775227	0.102503	0.000203346	1	False
ptg000016l	9234829	23567710	1777498	0.117495	1.18132e-06	0.0805946	False
ptg000009l	25765932	27895991	1777976	0.0658461	0.0174994	1	False
ptg000016l	11087900	23567710	1779830	0.104171	0.000527088	1	False
ptg000009l	26996716	27895991	1787682	0.071358	0.00993604	1	False
ptg000002l	13066257	30271790	1790270	0.107583	7.39714e-05	1	False
ptg000022l	4852117	10156922	1793146	0.0265723	0.25513	1	False
ptg000008l	13022040	14188462	1794014	0.0519944	0.0822874	1	False
ptg000010l	3253167	5307774	1809428	0.63023	1e-16	6.8224e-12	True
ptg000009l	17062257	27895991	1810887	0.174034	6.38291e-11	4.35467e-06	True
ptg000003l	33043394	35595150	1813233	0.137492	8.55916e-10	5.8394e-05	True
ptg000012l	2491556	14207123	1814393	0.0291126	0.135451	1	False
ptg000018l	5933063	8738486	1818113	0.0310873	0.125087	1	False
ptg000001l	11134976	12906418	1825686	0.023639	0.398036	1	False
ptg000009l	1467641	27895991	1829659	0.0697955	0.00972195	1	False
ptg000011l	1552618	21665023	1830668	0.0604109	0.0383324	1	False
ptg000003l	2451508	35595150	1830775	0.157709	9.54792e-14	6.51397e-09	True
ptg000005l	3885521	24084085	1839610	-0.0631812	0.00943689	1	False
ptg000021l	7656096	10104556	1845340	0.0488501	0.0976336	1	False
ptg000006l	21176881	24013044	1846998	0.0309627	0.174231	1	False
ptg000021l	1803854	10104556	1851643	0.0996751	0.000383382	1	False
ptg000028l	9137223	11766104	1853428	0.0897728	0.00132365	1	False
ptg000016l	18857778	23567710	1854283	0.0233323	0.244423	1	False
ptg000015l	3999435	36964833	1855697	0.125212	1.19526e-05	0.815453	False
ptg000003l	23096390	35595150	1857848	0.136006	1.02871e-08	0.000701825	True
ptg000016l	14123491	23567710	1859363	0.0722208	0.00721543	1	False
ptg000003l	15908102	35595150	1859738	0.0868394	0.000462452	1	False
ptg000023l	2410554	4210294	1863553	0.0997708	0.000274808	1	False
ptg000002l	8732083	30271790	1866412	0.0285375	0.329042	1	False
ptg000005l	6670518	24084085	1867885	-0.205974	8.57281e-12	5.84871e-07	True
ptg000006l	4975192	24013044	1871897	0.119278	3.4155e-06	0.233019	False
ptg000015l	21584034	36964833	1872566	0.116518	0.000127067	1	False
ptg000001l	7159487	12906418	1872621	0.0776081	0.00882083	1	False
ptg000015l	168518	36964833	1878965	0.145515	4.10397e-11	2.79989e-06	True
ptg000015l	36202703	36964833	1880613	0.0732465	0.0158377	1	False
ptg000006l	1575265	24013044	1883553	0.00518601	0.861707	1	False
ptg000007l	1495252	9238333	1886463	0.0995217	5.88367e-05	1	False
ptg000016l	12910698	23567710	1886928	0.113057	3.87353e-06	0.264267	False
ptg000011l	14360283	21665023	1889264	0.116815	4.70255e-06	0.320827	False
ptg000016l	19326951	23567710	1889484	0.107229	1.65194e-05	1	False
ptg000024l	10056699	12884424	1889615	0.0582061	0.0590787	1	False
ptg000011l	5618631	21665023	1902671	0.0375195	0.138113	1	False
ptg000028l	3378483	11766104	1910562	0.124646	3.63937e-06	0.248292	False
ptg000023l	314363	4210294	1913422	0.134328	4.67504e-07	0.031895	True
ptg000003l	11885325	35595150	1914477	0.0321897	0.295963	1	False
ptg000015l	31464784	36964833	1914656	0.0127398	0.655206	1	False
ptg000021l	9564971	10104556	1917080	0.0438558	0.151302	1	False
ptg000024l	6868983	12884424	1923774	0.135325	7.35094e-08	0.0050151	True
ptg000004l	2564614	10105133	1934176	0.150701	2.58555e-07	0.0176397	True
ptg000022l	8016823	10156922	1935628	0.0801772	0.000688383	1	False
ptg000004l	3703138	10105133	1937391	0.0698243	0.0169019	1	False
ptg000012l	8743184	14207123	1940240	9.58145e-06	1	1	False
ptg000008l	8011357	14188462	1940260	0.07108	0.00274848	1	False
ptg000012l	8227212	14207123	1940994	0.0884211	0.00380415	1	False
ptg000002l	14821911	30271790	1950153	0.149378	5.51325e-08	0.00376136	True
ptg000014l	318115	3484649	1953305	0.0286141	0.363483	1	False
ptg000028l	10076365	11766104	1959591	0.0933387	0.00154032	1	False
ptg000021l	6499323	10104556	1960437	0.0852098	0.0016642	1	False
ptg000011l	6992546	21665023	1961025	0.10026	0.000658238	1	False
ptg000008l	8011494	14188462	1962579	0.115741	4.51088e-06	0.30775	False
ptg000017l	11216374	23459760	1963122	0.0889675	0.00261372	1	False
ptg000008l	4307964	14188462	1963809	0.0162099	0.456331	1	False
ptg000002l	2778959	30271790	1968487	0.00418907	0.935205	1	False
ptg000007l	7546422	9238333	1970858	0.100787	0.000944069	1	False
ptg000003l	22116679	35595150	1970987	0.0241279	0.451674	1	False
ptg000015l	21419969	36964833	1971001	0.121838	5.63017e-05	1	False
ptg000005l	23578499	24084085	1971138	-0.0148104	0.614118	1	False
ptg000026l	166776	625250	1972074	0.0490515	0.0710918	1	False
ptg000011l	20280849	21665023	1973612	0.0532213	0.0796905	1	False
ptg000011l	11907364	21665023	1974034	0.142515	4.02912e-11	2.74883e-06	True
ptg000017l	11221788	23459760	1976484	0.150174	2.18938e-11	1.49368e-06	True
ptg000003l	4441750	35595150	1976928	0.0342507	0.185508	1	False
ptg000009l	7087969	27895991	1977005	0.123908	1.10759e-07	0.00755643	True
ptg000001l	9708323	12906418	1978566	0.100777	0.000288987	1	False
ptg000004l	9132149	10105133	1979348	0.0573625	0.048981	1	False
ptg000021l	6885244	10104556	1983124	0.146809	2.28891e-10	1.56159e-05	True
ptg000007l	7278328	9238333	1984054	0.038852	0.186461	1	False
ptg000004l	8875821	10105133	1987750	0.0653284	0.0332201	1	False
ptg000002l	18550042	30271790	1989223	0.11901	3.38498e-06	0.230937	False
ptg000028l	4403854	11766104	1989762	0.0128548	0.688884	1	False
ptg000005l	4207771	24084085	1990427	-0.109136	0.000225048	1	False
ptg000006l	5975032	24013044	1990658	0.10165	0.000561834	1	False
ptg000005l	1362755	24084085	1991922	-0.122231	3.62887e-06	0.247576	False
ptg000021l	6734633	10104556	1997359	0.06645	0.00132903	1	False
ptg000016l	11379619	23567710	1997853	0.00910664	0.806534	1	False
ptg000013l	11296894	11534717	1999060	-0.0237157	0.281982	1	False
ptg000022l	2988218	10156922	1999302	0.0779436	0.0051308	1	False
ptg000004l	6259229	10105133	1999450	0.0416607	0.173316	1	False
ptg000002l	17405510	30271790	2001711	0.12734	2.1148e-05	1	False
ptg000024l	3509401	12884424	2002037	0.122643	1.0701e-06	0.0730067	False
ptg000003l	737993	35595150	2002645	0.147787	1.84387e-09	0.000125796	True
ptg000002l	13875644	30271790	2010926	0.0249811	0.363736	1	False
ptg000024l	7524793	12884424	2011223	0.0650792	0.0341511	1	False
ptg000017l	21613874	23459760	2012197	-0.0370211	0.206182	1	False
ptg000009l	11774470	27895991	2014099	0.0986206	0.00011144	1	False
ptg000006l	1575128	24013044	2016784	0.00572283	0.838039	1	False
ptg000015l	25770508	36964833	2017704	0.102206	6.14149e-05	1	False
ptg000024l	8562386	12884424	2018098	0.012989	0.589873	1	False
ptg000006l	23854936	24013044	2018880	0.0922459	0.00230386	1	False
ptg000016l	12715195	23567710	2019663	-0.0186543	0.535085	1	False
ptg000005l	11368265	24084085	2020469	-0.0467796	0.103761	1	False
ptg000005l	1362892	24084085	2026859	-0.0625102	0.0284852	1	False
ptg000002l	26502796	30271790	2027764	0.0258822	0.357018	1	False
ptg000004l	3193628	10105133	2028506	0.0527037	0.0727593	1	False
ptg000022l	3258438	10156922	2029685	0.0126439	0.643999	1	False
ptg000004l	9452624	10105133	2030412	0.0413252	0.0922715	1	False
ptg000008l	267895	14188462	2031538	0.0130369	0.600447	1	False
ptg000017l	18223918	23459760	2032782	0.122691	6.43376e-07	0.0438937	True
ptg000015l	25986152	36964833	2032940	0.117936	3.24504e-06	0.221389	False
ptg000001l	9211627	12906418	2035747	0.0202552	0.403948	1	False
ptg000018l	7333598	8738486	2036928	0.0405104	0.167813	1	False
