#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:56523
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
PGA_scaffold_2__3_contigs__length_39821804	35423764	39821807	1328368	0.191639	0.0487101	1	False
PGA_scaffold_7__2_contigs__length_31062125	28724049	31062127	1329307	-0.0171617	0.978483	1	False
PGA_scaffold_9__2_contigs__length_24672620	19147079	24672622	1330700	0.162376	0.0713269	1	False
PGA_scaffold_5__3_contigs__length_33547463	29828750	33547464	1330848	-0.0171617	0.978483	1	False
PGA_scaffold_5__3_contigs__length_33547463	22917458	33547464	1331154	0.0886689	0.206588	1	False
PGA_scaffold_3__2_contigs__length_37134422	32201726	37134424	1331425	0.187239	0.0224034	1	False
PGA_scaffold_5__3_contigs__length_33547463	10398227	33547464	1331958	0.112431	0.282206	1	False
PGA_scaffold_3__2_contigs__length_37134422	22639795	37134424	1334011	0.112431	0.282206	1	False
PGA_scaffold_1__3_contigs__length_68588310	51395576	68588312	1336326	0.213641	0.0269492	1	False
PGA_scaffold_1__3_contigs__length_68588310	12806719	68588312	1338200	-0.0660066	0.538163	1	False
PGA_scaffold_11__2_contigs__length_17094816	16784307	17094818	1338510	-0.354896	9.56107e-05	1	False
PGA_scaffold_13__1_contigs__length_14207122	9023263	14207123	1339043	0.0244225	0.884366	1	False
PGA_scaffold_11__2_contigs__length_17094816	14182700	17094818	1340500	0.00220022	1	1	False
PGA_scaffold_3__2_contigs__length_37134422	20807881	37134424	1341370	0.133113	0.0522491	1	False
PGA_scaffold_1__3_contigs__length_68588310	26376669	68588312	1343348	-0.0191419	0.968483	1	False
PGA_scaffold_7__2_contigs__length_31062125	24606874	31062127	1344764	-0.0893289	0.253164	1	False
PGA_scaffold_13__1_contigs__length_14207122	10956169	14207123	1351671	-0.0783278	0.448973	1	False
PGA_scaffold_4__2_contigs__length_36220498	19131922	36220500	1352402	0.0541254	0.470737	1	False
PGA_scaffold_6__2_contigs__length_31822043	21781036	31822045	1352749	-0.1967	0.0394303	1	False
PGA_scaffold_1__3_contigs__length_68588310	40419504	68588312	1354070	0.135094	0.157435	1	False
PGA_scaffold_2__3_contigs__length_39821804	9572092	39821807	1354081	-0.246425	0.00395332	1	False
PGA_scaffold_11__2_contigs__length_17094816	16784159	17094818	1354104	-0.106931	0.25563	1	False
PGA_scaffold_10__1_contigs__length_24013043	6089007	24013044	1354139	0.267987	0.00473963	1	False
PGA_scaffold_3__2_contigs__length_37134422	22639795	37134424	1354890	-0.136854	0.165744	1	False
PGA_scaffold_7__2_contigs__length_31062125	18863291	31062127	1358664	-0.213861	0.0265929	1	False
PGA_scaffold_13__1_contigs__length_14207122	2491556	14207123	1360056	-0.124752	0.225006	1	False
PGA_scaffold_7__2_contigs__length_31062125	3768990	31062127	1360231	-0.020022	0.941983	1	False
PGA_scaffold_2__3_contigs__length_39821804	17413426	39821807	1360673	-0.194279	0.0401627	1	False
PGA_scaffold_7__2_contigs__length_31062125	18609244	31062127	1363541	-0.19692	0.0288656	1	False
PGA_scaffold_7__2_contigs__length_31062125	24606874	31062127	1364489	-0.130033	0.189415	1	False
PGA_scaffold_3__2_contigs__length_37134422	15156059	37134424	1366297	-0.170957	0.0260136	1	False
PGA_scaffold_2__3_contigs__length_39821804	22777775	39821807	1369794	0.0426843	0.739095	1	False
PGA_scaffold_5__3_contigs__length_33547463	2555903	33547464	1370886	-0.029923	0.804458	1	False
PGA_scaffold_4__2_contigs__length_36220498	22923636	36220500	1372957	-0.0270627	0.773889	1	False
PGA_scaffold_8__2_contigs__length_24293693	19703568	24293695	1373039	-0.159956	0.0695969	1	False
PGA_scaffold_13__1_contigs__length_14207122	7466978	14207123	1374289	0.246205	0.00757811	1	False
PGA_scaffold_8__2_contigs__length_24293693	23206308	24293695	1376686	-0.178878	0.0625855	1	False
PGA_scaffold_8__2_contigs__length_24293693	4996973	24293695	1377946	0.0732673	0.503191	1	False
PGA_scaffold_10__1_contigs__length_24013043	14397451	24013044	1378407	0.112871	0.24764	1	False
PGA_scaffold_3__2_contigs__length_37134422	21081957	37134424	1378589	-0.0591859	0.260088	1	False
PGA_scaffold_7__2_contigs__length_31062125	4268555	31062127	1379025	0.236084	0.0137575	1	False
PGA_scaffold_11__2_contigs__length_17094816	16660659	17094818	1379869	-0.310451	0.000636064	1	False
PGA_scaffold_3__2_contigs__length_37134422	5490333	37134424	1380864	-0.0123212	1	1	False
PGA_scaffold_15__1_contigs__length_7622309	1629852	7622310	1383894	0.120792	0.0684876	1	False
PGA_scaffold_10__1_contigs__length_24013043	22868682	24013044	1384055	0.139934	0.152253	1	False
PGA_scaffold_1__3_contigs__length_68588310	57453259	68588312	1384774	-0.169637	0.0722897	1	False
PGA_scaffold_4__2_contigs__length_36220498	17864181	36220500	1386121	0.0413641	0.74765	1	False
PGA_scaffold_9__2_contigs__length_24672620	19582754	24672622	1386253	-0.256546	0.000452961	1	False
PGA_scaffold_13__1_contigs__length_14207122	5965444	14207123	1386525	0.0121012	1	1	False
PGA_scaffold_1__3_contigs__length_68588310	61347754	68588312	1387028	0.0228823	0.930886	1	False
PGA_scaffold_5__3_contigs__length_33547463	23961662	33547464	1388046	0.040044	0.740519	1	False
PGA_scaffold_9__2_contigs__length_24672620	21341398	24672622	1388455	-0.010121	1	1	False
PGA_scaffold_5__3_contigs__length_33547463	20226066	33547464	1389630	-0.139494	0.166437	1	False
PGA_scaffold_7__2_contigs__length_31062125	15021535	31062127	1389934	0.125633	0.0933242	1	False
PGA_scaffold_1__3_contigs__length_68588310	65255345	68588312	1390049	-0.137074	0.17625	1	False
PGA_scaffold_2__3_contigs__length_39821804	27508759	39821807	1391013	0.265787	0.00498389	1	False
PGA_scaffold_1__3_contigs__length_68588310	11292361	68588312	1391906	0.00748074	1	1	False
PGA_scaffold_7__2_contigs__length_31062125	1240896	31062127	1395605	-0.0468647	0.344646	1	False
PGA_scaffold_4__2_contigs__length_36220498	20617185	36220500	1397621	-0.0341034	0.800803	1	False
PGA_scaffold_10__1_contigs__length_24013043	12213960	24013044	1399477	0.0019802	1	1	False
PGA_scaffold_3__2_contigs__length_37134422	14616697	37134424	1402031	0.00220022	1	1	False
PGA_scaffold_1__3_contigs__length_68588310	5034659	68588312	1402789	-0.150275	0.0537575	1	False
PGA_scaffold_7__2_contigs__length_31062125	3922494	31062127	1403899	-0.0369637	0.556881	1	False
PGA_scaffold_3__2_contigs__length_37134422	33298471	37134424	1404379	-0.0250825	0.888113	1	False
PGA_scaffold_10__1_contigs__length_24013043	22224816	24013044	1408383	0.0244225	0.884366	1	False
PGA_scaffold_4__2_contigs__length_36220498	17665788	36220500	1408518	0.0664466	0.368152	1	False
PGA_scaffold_1__3_contigs__length_68588310	41918945	68588312	1409528	0.179318	0.0659013	1	False
PGA_scaffold_10__1_contigs__length_24013043	15422051	24013044	1410028	-0.00550056	1	1	False
PGA_scaffold_7__2_contigs__length_31062125	17826246	31062127	1410491	0.20154	0.0370109	1	False
PGA_scaffold_2__3_contigs__length_39821804	36490101	39821807	1410771	0.0959296	0.244114	1	False
PGA_scaffold_6__2_contigs__length_31822043	102413	31822045	1411334	-0.142794	0.083804	1	False
PGA_scaffold_3__2_contigs__length_37134422	12043031	37134424	1412675	-0.172277	0.0524451	1	False
PGA_scaffold_6__2_contigs__length_31822043	12257906	31822045	1417960	-0.0761276	0.394636	1	False
PGA_scaffold_8__2_contigs__length_24293693	2561329	24293695	1421502	0.187019	0.0400439	1	False
PGA_scaffold_1__3_contigs__length_68588310	53265248	68588312	1424246	-0.184158	0.0602999	1	False
PGA_scaffold_3__2_contigs__length_37134422	35787610	37134424	1424613	-0.271067	0.00193032	1	False
PGA_scaffold_7__2_contigs__length_31062125	19895457	31062127	1425175	0.218922	0.0210823	1	False
PGA_scaffold_6__2_contigs__length_31822043	102307	31822045	1426445	0.0490649	0.599771	1	False
PGA_scaffold_4__2_contigs__length_36220498	4204962	36220500	1428733	-0.226623	0.00945206	1	False
PGA_scaffold_2__3_contigs__length_39821804	6566580	39821807	1430703	-0.0171617	0.978483	1	False
PGA_scaffold_10__1_contigs__length_24013043	17524302	24013044	1431100	-0.238944	0.00672538	1	False
PGA_scaffold_10__1_contigs__length_24013043	5105468	24013044	1431358	-0.0906491	0.370338	1	False
PGA_scaffold_3__2_contigs__length_37134422	9423272	37134424	1432581	0.164356	0.0978383	1	False
PGA_scaffold_5__3_contigs__length_33547463	2958054	33547464	1434095	-0.0783278	0.448973	1	False
PGA_scaffold_5__3_contigs__length_33547463	14504608	33547464	1435921	-0.280968	0.00118476	1	False
PGA_scaffold_7__2_contigs__length_31062125	28821656	31062127	1436126	0.179758	0.0357505	1	False
PGA_scaffold_7__2_contigs__length_31062125	13437471	31062127	1437899	-0.0992299	0.202751	1	False
PGA_scaffold_1__3_contigs__length_68588310	7791420	68588312	1440435	-0.0151815	1	1	False
PGA_scaffold_1__3_contigs__length_68588310	60301557	68588312	1441608	0.166777	0.0925749	1	False
PGA_scaffold_9__2_contigs__length_24672620	22805080	24672622	1441755	-0.151155	0.0454082	1	False
PGA_scaffold_13__1_contigs__length_14207122	1373184	14207123	1444637	0.137074	0.17625	1	False
PGA_scaffold_1__3_contigs__length_68588310	51011295	68588312	1449288	-0.219362	0.00668842	1	False
PGA_scaffold_10__1_contigs__length_24013043	23371882	24013044	1450292	-0.080308	0.473425	1	False
PGA_scaffold_5__3_contigs__length_33547463	10840307	33547464	1450470	0.142134	0.159126	1	False
PGA_scaffold_1__3_contigs__length_68588310	12039070	68588312	1450795	-0.0620462	0.411451	1	False
PGA_scaffold_10__1_contigs__length_24013043	21449959	24013044	1451897	-0.226403	0.0154374	1	False
PGA_scaffold_1__3_contigs__length_68588310	23633204	68588312	1455004	-0.127833	0.158703	1	False
PGA_scaffold_12__3_contigs__length_13210736	5888692	13210738	1456344	-0.0369637	0.556881	1	False
PGA_scaffold_5__3_contigs__length_33547463	3318126	33547464	1456366	0.127393	0.211351	1	False
PGA_scaffold_1__3_contigs__length_68588310	38872344	68588312	1458320	-0.271067	0.00193032	1	False
PGA_scaffold_1__3_contigs__length_68588310	5685863	68588312	1459531	-0.00726074	1	1	False
PGA_scaffold_1__3_contigs__length_68588310	45232837	68588312	1459557	-0.135314	0.119109	1	False
PGA_scaffold_13__1_contigs__length_14207122	3331746	14207123	1461839	0.00462046	1	1	False
PGA_scaffold_2__3_contigs__length_39821804	14150229	39821807	1462945	-0.0343235	0.744289	1	False
PGA_scaffold_2__3_contigs__length_39821804	2923509	39821807	1464536	-0.114852	0.26989	1	False
PGA_scaffold_3__2_contigs__length_37134422	22732841	37134424	1464864	-0.0266227	0.887963	1	False
PGA_scaffold_13__1_contigs__length_14207122	13688340	14207123	1465772	-0.010121	1	1	False
PGA_scaffold_3__2_contigs__length_37134422	21896750	37134424	1466322	-0.0690869	0.136133	1	False
PGA_scaffold_7__2_contigs__length_31062125	8509836	31062127	1469582	-0.020242	0.952758	1	False
PGA_scaffold_3__2_contigs__length_37134422	871325	37134424	1470074	-0.176238	0.055771	1	False
PGA_scaffold_8__2_contigs__length_24293693	17128133	24293695	1470420	-0.0369637	0.556881	1	False
PGA_scaffold_12__3_contigs__length_13210736	2628308	13210738	1471450	0.119912	0.245806	1	False
PGA_scaffold_1__3_contigs__length_68588310	63238968	68588312	1471506	0.206381	0.0335414	1	False
PGA_scaffold_1__3_contigs__length_68588310	58887851	68588312	1472259	-0.0468647	0.344646	1	False
PGA_scaffold_10__1_contigs__length_24013043	23854861	24013044	1473753	-0.221342	0.0204951	1	False
PGA_scaffold_13__1_contigs__length_14207122	10956055	14207123	1478292	-0.0393839	0.588476	1	False
PGA_scaffold_1__3_contigs__length_68588310	62626446	68588312	1479755	0.119912	0.245806	1	False
PGA_scaffold_1__3_contigs__length_68588310	44866739	68588312	1480547	-0.0393839	0.588476	1	False
PGA_scaffold_9__2_contigs__length_24672620	23164076	24672622	1480801	-0.169197	0.0870093	1	False
PGA_scaffold_7__2_contigs__length_31062125	22892495	31062127	1482526	0.0811881	0.300451	1	False
PGA_scaffold_7__2_contigs__length_31062125	20272556	31062127	1483147	0.0415842	0.705422	1	False
PGA_scaffold_5__3_contigs__length_33547463	28540042	33547464	1483216	-0.0567657	0.164148	1	False
PGA_scaffold_4__2_contigs__length_36220498	28189537	36220500	1484778	0.208801	0.0314956	1	False
PGA_scaffold_9__2_contigs__length_24672620	24113523	24672622	1487682	-0.0275028	0.849521	1	False
PGA_scaffold_3__2_contigs__length_37134422	10966760	37134424	1487993	0.171837	0.0811274	1	False
PGA_scaffold_8__2_contigs__length_24293693	2564751	24293695	1488387	-0.176898	0.0681666	1	False
PGA_scaffold_5__3_contigs__length_33547463	22865936	33547464	1490492	-0.167217	0.0726089	1	False
PGA_scaffold_9__2_contigs__length_24672620	19146942	24672622	1492457	-0.0567657	0.164148	1	False
PGA_scaffold_7__2_contigs__length_31062125	26004937	31062127	1492844	-0.152255	0.118115	1	False
PGA_scaffold_2__3_contigs__length_39821804	20198560	39821807	1493190	0.105171	0.316344	1	False
PGA_scaffold_1__3_contigs__length_68588310	31931333	68588312	1497705	-0.0814081	0.10914	1	False
PGA_scaffold_1__3_contigs__length_68588310	63081346	68588312	1500827	0.0385039	0.799585	1	False
PGA_scaffold_12__3_contigs__length_13210736	12525621	13210738	1501389	-0.0715072	0.198353	1	False
PGA_scaffold_1__3_contigs__length_68588310	26376669	68588312	1502774	-0.231463	0.0105173	1	False
PGA_scaffold_10__1_contigs__length_24013043	22224681	24013044	1503559	-0.0349835	0.771973	1	False
PGA_scaffold_10__1_contigs__length_24013043	19700967	24013044	1504277	-0.166117	0.0453177	1	False
PGA_scaffold_2__3_contigs__length_39821804	13271355	39821807	1505210	-0.128053	0.102419	1	False
PGA_scaffold_12__3_contigs__length_13210736	2628308	13210738	1506349	-0.10297	0.301968	1	False
PGA_scaffold_8__2_contigs__length_24293693	11731079	24293695	1510814	-0.119032	0.127239	1	False
PGA_scaffold_1__3_contigs__length_68588310	31169937	68588312	1513230	-0.283388	0.00132388	1	False
PGA_scaffold_12__3_contigs__length_13210736	8946610	13210738	1513989	-0.0948295	0.364425	1	False
PGA_scaffold_1__3_contigs__length_68588310	6557564	68588312	1518354	-0.159296	0.109134	1	False
PGA_scaffold_5__3_contigs__length_33547463	8975219	33547464	1520768	0.260506	0.00579376	1	False
PGA_scaffold_1__3_contigs__length_68588310	13280441	68588312	1522268	-0.0215622	0.945139	1	False
PGA_scaffold_10__1_contigs__length_24013043	6829305	24013044	1522934	0.0873488	0.404128	1	False
PGA_scaffold_3__2_contigs__length_37134422	17228474	37134424	1523091	-0.0468647	0.344646	1	False
PGA_scaffold_4__2_contigs__length_36220498	1361476	36220500	1523863	-0.124972	0.218937	1	False
PGA_scaffold_12__3_contigs__length_13210736	4630046	13210738	1527147	0.0862486	0.183521	1	False
PGA_scaffold_6__2_contigs__length_31822043	9942708	31822045	1527480	-0.127833	0.158703	1	False
PGA_scaffold_6__2_contigs__length_31822043	21808914	31822045	1529374	0.112651	0.273367	1	False
PGA_scaffold_12__3_contigs__length_13210736	8946605	13210738	1530014	0.0811881	0.300451	1	False
PGA_scaffold_6__2_contigs__length_31822043	10772696	31822045	1530213	-0.0954895	0.354734	1	False
PGA_scaffold_11__2_contigs__length_17094816	16780314	17094818	1531370	-0.344995	0.000160463	1	False
PGA_scaffold_7__2_contigs__length_31062125	1742480	31062127	1533225	-0.0468647	0.344646	1	False
PGA_scaffold_11__2_contigs__length_17094816	2134493	17094818	1533711	-0.20198	0.0180748	1	False
PGA_scaffold_3__2_contigs__length_37134422	8389963	37134424	1533807	0.265787	0.00498389	1	False
PGA_scaffold_3__2_contigs__length_37134422	229328	37134424	1534262	0.00440045	1	1	False
PGA_scaffold_5__3_contigs__length_33547463	1502438	33547464	1537210	0.00946096	1	1	False
PGA_scaffold_7__2_contigs__length_31062125	22227895	31062127	1537282	-0.010561	1	1	False
PGA_scaffold_5__3_contigs__length_33547463	14292273	33547464	1538383	-0.280968	0.00118476	1	False
PGA_scaffold_5__3_contigs__length_33547463	13313800	33547464	1538520	-0.29571	0.000895666	1	False
PGA_scaffold_3__2_contigs__length_37134422	859681	37134424	1539106	-0.174697	0.0537385	1	False
PGA_scaffold_1__3_contigs__length_68588310	38872205	68588312	1539517	0.0710671	0.472217	1	False
PGA_scaffold_5__3_contigs__length_33547463	21095930	33547464	1540389	-0.137074	0.17625	1	False
PGA_scaffold_10__1_contigs__length_24013043	17524439	24013044	1542149	-0.229043	0.0100686	1	False
PGA_scaffold_5__3_contigs__length_33547463	21096446	33547464	1543687	0.019802	0.857513	1	False
PGA_scaffold_12__3_contigs__length_13210736	669011	13210738	1544627	-0.134213	0.155878	1	False
PGA_scaffold_10__1_contigs__length_24013043	1019115	24013044	1546389	0.174918	0.0302128	1	False
PGA_scaffold_1__3_contigs__length_68588310	24530256	68588312	1547734	-0.120352	0.201764	1	False
PGA_scaffold_9__2_contigs__length_24672620	11050792	24672622	1547897	-0.0369637	0.556881	1	False
PGA_scaffold_2__3_contigs__length_39821804	38409611	39821807	1549894	0.206381	0.0335414	1	False
PGA_scaffold_2__3_contigs__length_39821804	22785783	39821807	1550237	0.241144	0.0106963	1	False
PGA_scaffold_5__3_contigs__length_33547463	30268079	33547464	1551282	0.139714	0.166204	1	False
PGA_scaffold_1__3_contigs__length_68588310	63238831	68588312	1551728	-0.0343235	0.744289	1	False
PGA_scaffold_6__2_contigs__length_31822043	1384067	31822045	1553347	0.339934	0.000263831	1	False
PGA_scaffold_5__3_contigs__length_33547463	14292127	33547464	1554661	0.228603	0.0176628	1	False
PGA_scaffold_3__2_contigs__length_37134422	29156224	37134424	1555584	0.0734874	0.465263	1	False
PGA_scaffold_13__1_contigs__length_14207122	1215253	14207123	1555868	0.0121012	1	1	False
PGA_scaffold_5__3_contigs__length_33547463	22917314	33547464	1559619	0.258086	0.006586	1	False
PGA_scaffold_7__2_contigs__length_31062125	17327764	31062127	1561534	-0.110451	0.251079	1	False
PGA_scaffold_1__3_contigs__length_68588310	2540885	68588312	1563018	-0.0468647	0.344646	1	False
PGA_scaffold_2__3_contigs__length_39821804	2007172	39821807	1563361	-0.278548	0.00102444	1	False
PGA_scaffold_8__2_contigs__length_24293693	21095923	24293695	1565423	0.154455	0.122476	1	False
PGA_scaffold_1__3_contigs__length_68588310	44866876	68588312	1566760	0.179318	0.0659013	1	False
PGA_scaffold_13__1_contigs__length_14207122	6727471	14207123	1567157	-0.089549	0.336845	1	False
PGA_scaffold_6__2_contigs__length_31822043	4554975	31822045	1569040	-0.246645	0.000920647	1	False
PGA_scaffold_6__2_contigs__length_31822043	19343234	31822045	1569612	0.169857	0.0505107	1	False
PGA_scaffold_11__2_contigs__length_17094816	7389841	17094818	1569723	0.226623	0.00945206	1	False
PGA_scaffold_3__2_contigs__length_37134422	20986027	37134424	1569740	0.128053	0.102419	1	False
PGA_scaffold_3__2_contigs__length_37134422	35787610	37134424	1571008	0.113091	0.200245	1	False
PGA_scaffold_7__2_contigs__length_31062125	12864188	31062127	1571393	-0.119912	0.245806	1	False
PGA_scaffold_1__3_contigs__length_68588310	52535091	68588312	1571905	-0.0369637	0.556881	1	False
PGA_scaffold_2__3_contigs__length_39821804	32667340	39821807	1574010	0.0822883	0.420655	1	False
PGA_scaffold_1__3_contigs__length_68588310	18243830	68588312	1574279	-0.253685	0.00498981	1	False
PGA_scaffold_1__3_contigs__length_68588310	46388756	68588312	1575123	-0.0268427	0.861122	1	False
PGA_scaffold_11__2_contigs__length_17094816	7221577	17094818	1575939	0.176898	0.0681666	1	False
PGA_scaffold_7__2_contigs__length_31062125	2210159	31062127	1576945	0.268207	0.00475454	1	False
PGA_scaffold_3__2_contigs__length_37134422	859766	37134424	1580203	0	1	1	False
PGA_scaffold_11__2_contigs__length_17094816	10537328	17094818	1580977	-0.0374037	0.7291	1	False
PGA_scaffold_1__3_contigs__length_68588310	2223225	68588312	1582343	-0.0776678	0.487683	1	False
PGA_scaffold_11__2_contigs__length_17094816	11399190	17094818	1582657	-0.20198	0.0180748	1	False
PGA_scaffold_13__1_contigs__length_14207122	7084807	14207123	1582743	-0.248405	0.0094154	1	False
PGA_scaffold_7__2_contigs__length_31062125	17826246	31062127	1584205	0.118372	0.0525374	1	False
PGA_scaffold_13__1_contigs__length_14207122	8743186	14207123	1588089	0.0831683	0.4301	1	False
PGA_scaffold_10__1_contigs__length_24013043	2392120	24013044	1588406	-0.127833	0.158703	1	False
PGA_scaffold_1__3_contigs__length_68588310	4469645	68588312	1588557	0.191639	0.0487101	1	False
PGA_scaffold_6__2_contigs__length_31822043	28314512	31822045	1589042	-0.157536	0.0670474	1	False
PGA_scaffold_10__1_contigs__length_24013043	16922956	24013044	1589988	-0.00286028	1	1	False
PGA_scaffold_12__3_contigs__length_13210736	8109468	13210738	1592294	-0.125413	0.156914	1	False
PGA_scaffold_7__2_contigs__length_31062125	24087198	31062127	1592657	0.280528	0.00312073	1	False
PGA_scaffold_3__2_contigs__length_37134422	20557626	37134424	1594745	0.182398	0.0168287	1	False
PGA_scaffold_1__3_contigs__length_68588310	65866103	68588312	1595412	-0.0468647	0.344646	1	False
PGA_scaffold_6__2_contigs__length_31822043	15596854	31822045	1597309	-0.0972497	0.344172	1	False
PGA_scaffold_4__2_contigs__length_36220498	34737192	36220500	1597466	-0.143014	0.0312019	1	False
PGA_scaffold_11__2_contigs__length_17094816	15456228	17094818	1597509	-0.0695269	0.385618	1	False
PGA_scaffold_6__2_contigs__length_31822043	6431730	31822045	1598063	-0.0941694	0.162985	1	False
PGA_scaffold_7__2_contigs__length_31062125	17826137	31062127	1598328	0.20132	0.0384161	1	False
PGA_scaffold_3__2_contigs__length_37134422	4042938	37134424	1598470	0.156436	0.0898582	1	False
