#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:56523
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
ptg000014l	7044203	25089096	1479755	0.119912	0.245806	1	False
ptg000003l	24161149	45988652	1480547	-0.0393839	0.588476	1	False
ptg000001l	2016482	42346341	1480801	-0.169197	0.0870093	1	False
ptg000002l	27072611	33223256	1482526	0.0811881	0.300451	1	False
ptg000002l	29641071	33223256	1483147	0.0415842	0.705422	1	False
ptg000023l	5327584	17725455	1483216	-0.0567657	0.164148	1	False
ptg000001l	6270365	42346341	1483871	-0.059626	0.47003	1	False
ptg000017l	8254811	24528028	1484778	0.208801	0.0314956	1	False
ptg000086l	9322	16202	1487427	0.258966	0.000681463	1	False
ptg000001l	910406	42346341	1487682	-0.0275028	0.849521	1	False
ptg000005l	3584464	14976550	1487993	0.171837	0.0811274	1	False
ptg000010l	2719780	13421328	1488387	-0.176898	0.0681666	1	False
ptg000023l	11112062	17725455	1490492	-0.167217	0.0726089	1	False
ptg000001l	6746092	42346341	1492457	-0.0567657	0.164148	1	False
ptg000002l	23868490	33223256	1492844	-0.152255	0.118115	1	False
ptg000006l	9651219	22447128	1493190	0.105171	0.316344	1	False
ptg000001l	14583145	42346341	1494344	0.147195	0.139616	1	False
ptg000003l	11021940	45988652	1497705	-0.0814081	0.10914	1	False
ptg000014l	6564313	25089096	1500827	0.0385039	0.799585	1	False
ptg000015l	3851583	4954407	1501389	-0.0715072	0.198353	1	False
ptg000003l	16035523	45988652	1502123	0.0145215	1	1	False
ptg000003l	5543208	45988652	1502774	-0.231463	0.0105173	1	False
ptg000009l	24547715	26405311	1503559	-0.0349835	0.771973	1	False
ptg000009l	21920219	26405311	1504277	-0.166117	0.0453177	1	False
ptg000006l	16739839	22447128	1505210	-0.128053	0.102419	1	False
ptg000011l	8231947	11142428	1506349	-0.10297	0.301968	1	False
ptg000010l	11347847	13421328	1510814	-0.119032	0.127239	1	False
ptg000086l	9459	16202	1510955	0.0787679	0.287249	1	False
ptg000003l	10177927	45988652	1513230	-0.283388	0.00132388	1	False
ptg000015l	255156	4954407	1513989	-0.0948295	0.364425	1	False
ptg000003l	40316686	45988652	1518354	-0.159296	0.109134	1	False
ptg000020l	8444871	17855724	1520768	0.260506	0.00579376	1	False
ptg000012l	1595622	6896853	1521741	-0.119472	0.226199	1	False
ptg000003l	33666553	45988652	1522268	-0.0215622	0.945139	1	False
ptg000009l	7398578	26405311	1522934	0.0873488	0.404128	1	False
ptg000029l	82824	1365965	1523091	-0.0468647	0.344646	1	False
ptg000011l	5895736	11142428	1527147	0.0862486	0.183521	1	False
ptg000013l	13180232	23657162	1527480	-0.127833	0.158703	1	False
ptg000012l	148482	6896853	1529374	0.112651	0.273367	1	False
ptg000015l	254874	4954407	1530014	0.0811881	0.300451	1	False
ptg000013l	12330282	23657162	1530213	-0.0954895	0.354734	1	False
ptg000017l	1469366	24528028	1531269	-0.0860286	0.314657	1	False
ptg000004l	29375378	29690778	1531370	-0.344995	0.000160463	1	False
ptg000002l	1837551	33223256	1533225	-0.0468647	0.344646	1	False
ptg000004l	12941019	29690778	1533711	-0.20198	0.0180748	1	False
ptg000003l	15150731	45988652	1533807	0.265787	0.00498389	1	False
ptg000005l	14783276	14976550	1534262	0.00440045	1	1	False
ptg000013l	16103372	23657162	1536784	0.223762	0.0197138	1	False
ptg000020l	742456	17855724	1537210	0.00946096	1	1	False
ptg000002l	27746084	33223256	1537282	-0.010561	1	1	False
ptg000020l	13851047	17855724	1538383	-0.280968	0.00118476	1	False
ptg000020l	12843921	17855724	1538520	-0.29571	0.000895666	1	False
ptg000005l	14054019	14976550	1539106	-0.174697	0.0537385	1	False
ptg000086l	9459	16202	1539280	0.231903	0.000761763	1	False
ptg000003l	18093179	45988652	1539517	0.0710671	0.472217	1	False
ptg000023l	12900771	17725455	1540389	-0.137074	0.17625	1	False
ptg000009l	19614185	26405311	1542149	-0.229043	0.0100686	1	False
ptg000023l	12900215	17725455	1543687	0.019802	0.857513	1	False
ptg000011l	10488597	11142428	1544627	-0.134213	0.155878	1	False
ptg000086l	9459	16202	1546820	0.278768	0.000159776	1	False
ptg000003l	3737406	45988652	1547734	-0.120352	0.201764	1	False
ptg000001l	13329743	42346341	1547897	-0.0369637	0.556881	1	False
ptg000016l	16318041	16501423	1549894	0.206381	0.0335414	1	False
ptg000006l	6915713	22447128	1550237	0.241144	0.0106963	1	False
ptg000023l	3503509	17725455	1551282	0.139714	0.166204	1	False
ptg000014l	6390838	25089096	1551728	-0.0343235	0.744289	1	False
ptg000001l	21354527	42346341	1552112	0.00704071	1	1	False
ptg000013l	22277750	23657162	1553347	0.339934	0.000263831	1	False
ptg000020l	13850910	17855724	1554661	0.228603	0.0176628	1	False
ptg000001l	34043275	42346341	1555584	0.0734874	0.465263	1	False
ptg000007l	1322624	2735984	1555868	0.0121012	1	1	False
ptg000016l	1225073	16501423	1558036	0.293289	0.00080883	1	False
ptg000009l	15920561	26405311	1559358	0.0193619	0.960374	1	False
ptg000023l	11060832	17725455	1559619	0.258086	0.006586	1	False
ptg000002l	32820507	33223256	1561534	-0.110451	0.251079	1	False
ptg000003l	44366739	45988652	1563018	-0.0468647	0.344646	1	False
ptg000016l	1972287	16501423	1563361	-0.278548	0.00102444	1	False
ptg000004l	2311211	29690778	1565423	0.154455	0.122476	1	False
ptg000009l	2846793	26405311	1565692	0.19934	0.0294946	1	False
ptg000003l	24161286	45988652	1566760	0.179318	0.0659013	1	False
ptg000008l	4790608	13911388	1567157	-0.089549	0.336845	1	False
ptg000013l	18843865	23657162	1569040	-0.246645	0.000920647	1	False
ptg000013l	2368150	23657162	1569612	0.169857	0.0505107	1	False
ptg000004l	18351927	29690778	1569723	0.226623	0.00945206	1	False
ptg000001l	26027973	42346341	1569740	0.128053	0.102419	1	False
ptg000001l	41048452	42346341	1571008	0.113091	0.200245	1	False
ptg000002l	14311654	33223256	1571393	-0.119912	0.245806	1	False
ptg000014l	17688179	25089096	1571905	-0.0369637	0.556881	1	False
ptg000016l	10497574	16501423	1574010	0.0822883	0.420655	1	False
ptg000003l	28280536	45988652	1574279	-0.253685	0.00498981	1	False
ptg000014l	22877826	25089096	1575123	-0.0268427	0.861122	1	False
ptg000004l	18163898	29690778	1575939	0.176898	0.0681666	1	False
ptg000002l	2331116	33223256	1576945	0.268207	0.00475454	1	False
ptg000005l	14053882	14976550	1580203	0	1	1	False
ptg000004l	21849802	29690778	1580977	-0.0374037	0.7291	1	False
ptg000008l	3500322	13911388	1582205	-0.150055	0.0936854	1	False
ptg000003l	44690608	45988652	1582343	-0.0776678	0.487683	1	False
ptg000004l	22837879	29690778	1582657	-0.20198	0.0180748	1	False
ptg000008l	5165977	13911388	1582743	-0.248405	0.0094154	1	False
ptg000008l	6916991	13911388	1588089	0.0831683	0.4301	1	False
ptg000009l	2668783	26405311	1588406	-0.127833	0.158703	1	False
ptg000003l	42345258	45988652	1588557	0.191639	0.0487101	1	False
ptg000035l	68816	840343	1589042	-0.157536	0.0670474	1	False
ptg000009l	18975723	26405311	1589988	-0.00286028	1	1	False
ptg000011l	1953149	11142428	1592294	-0.125413	0.156914	1	False
ptg000002l	25827176	33223256	1592657	0.280528	0.00312073	1	False
ptg000001l	25581874	42346341	1594745	0.182398	0.0168287	1	False
ptg000014l	3615728	25089096	1595412	-0.0468647	0.344646	1	False
ptg000013l	7566150	23657162	1597309	-0.0972497	0.344172	1	False
ptg000017l	1469560	24528028	1597466	-0.143014	0.0312019	1	False
ptg000004l	27914663	29690778	1597509	-0.0695269	0.385618	1	False
ptg000013l	16871923	23657162	1598063	-0.0941694	0.162985	1	False
ptg000005l	10727303	14976550	1598470	0.156436	0.0898582	1	False
ptg000035l	671732	840343	1599461	0.0547855	0.566283	1	False
ptg000005l	8910342	14976550	1599900	-0.0209021	0.956778	1	False
ptg000002l	33155194	33223256	1601694	-0.177338	0.0332586	1	False
ptg000019l	7840625	13984140	1602966	-0.119032	0.127239	1	False
ptg000009l	17938890	26405311	1604144	-0.0264026	0.901155	1	False
ptg000015l	1349069	4954407	1604567	-0.0484048	0.713785	1	False
ptg000001l	34924404	42346341	1605970	-0.249065	0.00129322	1	False
ptg000086l	9459	16202	1607306	0.261606	4.66351e-05	1	False
ptg000086l	9459	16202	1609093	0.19978	0.00416582	1	False
ptg000010l	8850614	13421328	1609844	0.253465	0.00736756	1	False
ptg000001l	36906214	42346341	1611742	-0.0679868	0.562154	1	False
ptg000002l	26783234	33223256	1613733	-0.243564	0.0103821	1	False
ptg000013l	3312194	23657162	1614071	-0.10077	0.253261	1	False
ptg000014l	8114691	25089096	1616721	0.104951	0.320519	1	False
ptg000008l	3663189	13911388	1618461	-0.020022	0.941983	1	False
ptg000019l	9908647	13984140	1618923	-0.049725	0.5678	1	False
ptg000008l	1286544	13911388	1619729	0.128053	0.102419	1	False
ptg000014l	23804274	25089096	1619784	-0.0567657	0.164148	1	False
ptg000009l	24026350	26405311	1619932	0.122332	0.235633	1	False
ptg000013l	9230079	23657162	1620651	-0.0492849	0.415347	1	False
ptg000019l	493644	13984140	1621565	0.0244225	0.884366	1	False
ptg000014l	14537488	25089096	1621832	-0.384598	1.75509e-05	0.992027	False
ptg000013l	7142605	23657162	1623380	-0.0270627	0.773889	1	False
ptg000001l	524011	42346341	1624286	-0.0690869	0.136133	1	False
ptg000014l	17807861	25089096	1625380	0.20396	0.0353908	1	False
ptg000001l	40507488	42346341	1626408	-0.236524	0.00619835	1	False
ptg000002l	6410676	33223256	1626748	-0.145214	0.0882129	1	False
ptg000023l	12607762	17725455	1629226	0.211441	0.0277385	1	False
ptg000002l	7325448	33223256	1629724	-0.0171617	0.978483	1	False
ptg000019l	3251558	13984140	1632078	-0.0145214	1	1	False
ptg000002l	21878442	33223256	1633810	-0.0176018	0.979148	1	False
ptg000086l	9459	16202	1633852	0.278768	0.000159776	1	False
ptg000004l	18192200	29690778	1635837	0.0490649	0.599771	1	False
ptg000005l	12156577	14976550	1636633	-0.113091	0.200245	1	False
ptg000023l	7207488	17725455	1636755	-0.0154015	1	1	False
ptg000010l	675888	13421328	1639605	0.0979098	0.345971	1	False
ptg000017l	1185919	24528028	1640319	-0.187019	0.0400439	1	False
ptg000010l	12708611	13421328	1640724	-0.179098	0.0686311	1	False
ptg000013l	13629064	23657162	1641808	-0.0591859	0.260088	1	False
ptg000005l	12711882	14976550	1641923	-0.167217	0.0726089	1	False
ptg000013l	22984847	23657162	1642671	0.0884489	0.317516	1	False
ptg000015l	1158327	4954407	1642847	-0.000660062	1	1	False
ptg000019l	7840625	13984140	1644218	-0.109131	0.161189	1	False
ptg000010l	6352914	13421328	1645236	-0.187019	0.0400439	1	False
ptg000016l	8015792	16501423	1647805	-0.271067	0.00193032	1	False
ptg000001l	22199507	42346341	1648289	-0.0906491	0.370338	1	False
ptg000014l	6023091	25089096	1650914	-0.0743674	0.269223	1	False
ptg000017l	9452746	24528028	1651174	-0.0270627	0.773889	1	False
ptg000014l	13848718	25089096	1655533	0.159296	0.109134	1	False
ptg000014l	13800975	25089096	1655928	0.122112	0.230246	1	False
ptg000017l	12122499	24528028	1656274	-0.0217822	0.934479	1	False
ptg000014l	6231741	25089096	1658761	0.226183	0.0187616	1	False
ptg000001l	27279565	42346341	1658985	-0.0589659	0.486294	1	False
ptg000013l	13480786	23657162	1660819	0.238724	0.0108784	1	False
ptg000020l	13394818	17855724	1662604	-0.131573	0.134843	1	False
ptg000020l	15404123	17855724	1663559	-0.049725	0.5678	1	False
ptg000086l	9459	16202	1664180	0.145435	0.0396918	1	False
ptg000005l	4866860	14976550	1664530	0.164356	0.0978383	1	False
ptg000012l	547834	6896853	1664852	-0.0171617	0.978483	1	False
ptg000005l	241624	14976550	1665458	0.179318	0.0659013	1	False
ptg000003l	28960569	45988652	1665523	-0.2044	0.0193727	1	False
ptg000012l	6891822	6896853	1666685	0.194279	0.0401627	1	False
ptg000011l	198842	11142428	1666947	-0.187239	0.0224034	1	False
ptg000012l	5704108	6896853	1667303	-0.0732673	0.503191	1	False
ptg000002l	656707	33223256	1669399	0.179318	0.0659013	1	False
ptg000005l	14014070	14976550	1669734	0.112651	0.273367	1	False
ptg000009l	23101887	26405311	1670718	-0.169637	0.0722897	1	False
ptg000016l	3542454	16501423	1670893	0.00990099	1	1	False
ptg000014l	1626185	25089096	1672669	0.0884489	0.317516	1	False
ptg000001l	17910318	42346341	1672748	-0.208581	0.0290214	1	False
ptg000010l	5624050	13421328	1673294	0.147415	0.122489	1	False
ptg000010l	1793977	13421328	1674192	-0.110891	0.107544	1	False
ptg000023l	13195977	17725455	1674251	-0.131793	0.171484	1	False
ptg000010l	6571329	13421328	1675865	-0.19956	0.0164772	1	False
ptg000017l	493728	24528028	1677045	0.256326	0.0024475	1	False
ptg000013l	20123068	23657162	1679363	-0.0620462	0.411451	1	False
ptg000003l	19695104	45988652	1679399	-0.221782	0.00774441	1	False
ptg000002l	31075552	33223256	1679561	0.0862486	0.183521	1	False
ptg000013l	18248956	23657162	1682393	0.189219	0.0506352	1	False
ptg000010l	5624050	13421328	1683209	-0.263806	0.00120448	1	False
ptg000011l	7115487	11142428	1683438	0.00990099	1	1	False
ptg000014l	17807998	25089096	1684905	0.186579	0.0570461	1	False
ptg000003l	37300190	45988652	1685771	-0.0591859	0.260088	1	False
ptg000003l	34993033	45988652	1686438	-0.0842684	0.21006	1	False
ptg000010l	675751	13421328	1691737	0.0979098	0.345971	1	False
ptg000020l	12015350	17855724	1693918	-0.209461	0.0106801	1	False
ptg000019l	1345970	13984140	1695360	-0.141914	0.156267	1	False
ptg000014l	19236581	25089096	1695708	0.176898	0.0681666	1	False
