#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:56523
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
tig00002677	1519715	4194339	1389630	-0.139494	0.166437	1	False
tig00002785	240249	3274785	1389934	0.125633	0.0933242	1	False
tig00000001	6662873	18908168	1390049	-0.137074	0.17625	1	False
tig00003046	575656	2270086	1391013	0.265787	0.00498389	1	False
tig00001055	4326743	14374819	1391906	0.00748074	1	1	False
tig00003445	613145	861705	1395605	-0.0468647	0.344646	1	False
tig00000380	16116718	20801507	1397621	-0.0341034	0.800803	1	False
tig00001145	9563900	11768475	1399477	0.0019802	1	1	False
tig00000938	28095	6934925	1402031	0.00220022	1	1	False
tig00001463	1644988	4068165	1402789	-0.150275	0.0537575	1	False
tig00002651	2325739	4963919	1403899	-0.0369637	0.556881	1	False
tig00000506	4044954	17740257	1404379	-0.0250825	0.888113	1	False
tig00003524	717948	741714	1404765	-0.0574258	0.588787	1	False
tig00003020	2093459	2109038	1406003	-0.174477	0.0700176	1	False
tig00001877	1412427	1711435	1408383	0.0244225	0.884366	1	False
tig00000380	19106884	20801507	1408518	0.0664466	0.368152	1	False
tig00001150	1153339	11181348	1409528	0.179318	0.0659013	1	False
tig00001145	6253964	11768475	1410028	-0.00550056	1	1	False
tig00002619	2329772	2729857	1410771	0.0959296	0.244114	1	False
tig00003524	87685	741714	1411334	-0.142794	0.083804	1	False
tig00001340	4191601	12589972	1411995	-0.139054	0.123891	1	False
tig00000938	2517155	6934925	1412675	-0.172277	0.0524451	1	False
tig00001464	5511697	11227756	1414508	-0.110671	0.196784	1	False
tig00002535	1850884	2232062	1414745	-0.256326	0.0024475	1	False
tig00001917	4403528	8314474	1417960	-0.0761276	0.394636	1	False
tig00002964	1364091	1781287	1421502	0.187019	0.0400439	1	False
tig00000025	8376914	15443400	1424246	-0.184158	0.0602999	1	False
tig00000506	1321543	17740257	1424613	-0.271067	0.00193032	1	False
tig00002203	3952088	7194141	1425175	0.218922	0.0210823	1	False
tig00003524	87548	741714	1426445	0.0490649	0.599771	1	False
tig00001916	532565	756760	1427451	0.0831683	0.4301	1	False
tig00001340	11299173	12589972	1428733	-0.226623	0.00945206	1	False
tig00001817	2512627	9308587	1430703	-0.0171617	0.978483	1	False
tig00001145	4077552	11768475	1431100	-0.238944	0.00672538	1	False
tig00001939	3918774	8186305	1431358	-0.0906491	0.370338	1	False
tig00000938	5229062	6934925	1432581	0.164356	0.0978383	1	False
tig00000828	2300216	15455209	1434095	-0.0783278	0.448973	1	False
tig00000828	14091340	15455209	1435921	-0.280968	0.00118476	1	False
tig00002602	372958	1636001	1436126	0.179758	0.0357505	1	False
tig00001700	8503248	10324181	1437899	-0.0992299	0.202751	1	False
tig00001055	978813	14374819	1440435	-0.0151815	1	1	False
tig00000025	959131	15443400	1441608	0.166777	0.0925749	1	False
tig00000185	11127128	12254175	1441755	-0.151155	0.0454082	1	False
tig00002203	1388962	7194141	1442783	-0.128933	0.0997484	1	False
tig00003762	388956	439372	1444637	0.137074	0.17625	1	False
tig00000025	10425503	15443400	1449288	-0.219362	0.00668842	1	False
tig00003307	893241	1128978	1450292	-0.080308	0.473425	1	False
tig00000828	10369579	15455209	1450470	0.142134	0.159126	1	False
tig00001055	5090757	14374819	1450795	-0.0620462	0.411451	1	False
tig00001939	1113366	8186305	1451306	-0.0686468	0.478189	1	False
tig00001877	609038	1711435	1451897	-0.226403	0.0154374	1	False
tig00000001	3013307	18908168	1453313	0.327613	0.000424272	1	False
tig00001464	8334990	11227756	1455004	-0.127833	0.158703	1	False
tig00000412	12875377	17913698	1456344	-0.0369637	0.556881	1	False
tig00000828	2695814	15455209	1456366	0.127393	0.211351	1	False
tig00000025	13450611	15443400	1458165	0.179318	0.0659013	1	False
tig00001150	4229061	11181348	1458320	-0.271067	0.00193032	1	False
tig00001463	1010804	4068165	1459531	-0.00726074	1	1	False
tig00000025	14734109	15443400	1459557	-0.135314	0.119109	1	False
tig00002984	644559	2804958	1461839	0.00462046	1	1	False
tig00002590	4548281	6826224	1462945	-0.0343235	0.744289	1	False
tig00001817	6384115	9308587	1464536	-0.114852	0.26989	1	False
tig00000506	14613168	17740257	1464864	-0.0266227	0.887963	1	False
tig00003666	109799	143016	1465220	-0.120352	0.201764	1	False
tig00000506	15458523	17740257	1466322	-0.0690869	0.136133	1	False
tig00000506	5300829	17740257	1468771	-0.219362	0.00668842	1	False
tig00001700	2952107	10324181	1469582	-0.020242	0.952758	1	False
tig00003717	35713	238563	1470074	-0.176238	0.055771	1	False
tig00000412	1934803	17913698	1470420	-0.0369637	0.556881	1	False
tig00000412	16757359	17913698	1471450	0.119912	0.245806	1	False
tig00000001	8795448	18908168	1471506	0.206381	0.0335414	1	False
tig00000025	2499167	15443400	1472259	-0.0468647	0.344646	1	False
tig00003732	148901	470158	1473753	-0.221342	0.0204951	1	False
tig00001877	159544	1711435	1475468	-0.115291	0.243325	1	False
tig00001939	1112246	8186305	1475497	0.0706271	0.537046	1	False
tig00002102	7327878	7472613	1478292	-0.0393839	0.588476	1	False
tig00002610	58478	5659667	1479135	-0.0184819	0.978436	1	False
tig00000001	6663010	18908168	1479266	0.171617	0.0811833	1	False
tig00000001	9452293	18908168	1479755	0.119912	0.245806	1	False
tig00001156	248189	367307	1480547	-0.0393839	0.588476	1	False
tig00000185	11533657	12254175	1480801	-0.169197	0.0870093	1	False
tig00002203	996529	7194141	1482526	0.0811881	0.300451	1	False
tig00002203	3567229	7194141	1483147	0.0415842	0.705422	1	False
tig00001782	6985492	10508961	1483216	-0.0567657	0.164148	1	False
tig00000185	7266368	12254175	1483871	-0.059626	0.47003	1	False
tig00000380	8319444	20801507	1484778	0.208801	0.0314956	1	False
tig00003007	408915	699781	1487682	-0.0275028	0.849521	1	False
tig00000938	3609504	6934925	1487993	0.171837	0.0811274	1	False
tig00001464	235178	11227756	1488352	0.0734874	0.465263	1	False
tig00002964	1359625	1781287	1488387	-0.176898	0.0681666	1	False
tig00001782	1161276	10508961	1490492	-0.167217	0.0726089	1	False
tig00000185	6792021	12254175	1492457	-0.0567657	0.164148	1	False
tig00002801	2204511	3154085	1492844	-0.152255	0.118115	1	False
tig00001783	6331630	10237049	1493190	0.105171	0.316344	1	False
tig00000001	17943082	18908168	1494344	0.147195	0.139616	1	False
tig00001464	166289	11227756	1497705	-0.0814081	0.10914	1	False
tig00000001	8972670	18908168	1500827	0.0385039	0.799585	1	False
tig00002650	1399163	2167107	1501389	-0.0715072	0.198353	1	False
tig00001150	6291666	11181348	1502123	0.0145215	1	1	False
tig00001464	5651237	11227756	1502774	-0.231463	0.0105173	1	False
tig00001877	1412290	1711435	1503559	-0.0349835	0.771973	1	False
tig00001145	1752463	11768475	1504277	-0.166117	0.0453177	1	False
tig00002590	3647809	6826224	1505210	-0.128053	0.102419	1	False
tig00000412	16757359	17913698	1506349	-0.10297	0.301968	1	False
tig00002610	209260	5659667	1510814	-0.119032	0.127239	1	False
tig00001464	1005380	11227756	1513230	-0.283388	0.00132388	1	False
tig00001463	194923	4068165	1518354	-0.159296	0.109134	1	False
tig00000828	8455175	15455209	1520768	0.260506	0.00579376	1	False
tig00001149	5745234	13016613	1521741	-0.119472	0.226199	1	False
tig00001055	6444023	14374819	1522268	-0.0215622	0.945139	1	False
tig00001939	5689012	8186305	1522934	0.0873488	0.404128	1	False
tig00015523	1402278	1528859	1523091	-0.0468647	0.344646	1	False
tig00000412	14364741	17913698	1527147	0.0862486	0.183521	1	False
tig00001917	6524373	8314474	1527480	-0.127833	0.158703	1	False
tig00001149	4285156	13016613	1529374	0.112651	0.273367	1	False
tig00002610	2541975	5659667	1530014	0.0811881	0.300451	1	False
tig00001917	5675107	8314474	1530213	-0.0954895	0.354734	1	False
tig00000380	1528086	20801507	1531269	-0.0860286	0.314657	1	False
tig00003219	271846	1349077	1531370	-0.344995	0.000160463	1	False
tig00002651	4682295	4963919	1533225	-0.0468647	0.344646	1	False
tig00001191	11920533	12033210	1533711	-0.20198	0.0180748	1	False
tig00001150	7176865	11181348	1533807	0.265787	0.00498389	1	False
tig00003463	653317	856789	1534262	0.00440045	1	1	False
tig00002446	1134029	6334815	1536784	0.223762	0.0197138	1	False
tig00000828	691389	15455209	1537210	0.00946096	1	1	False
tig00002203	1654318	7194141	1537282	-0.010561	1	1	False
tig00000828	13864136	15455209	1538383	-0.280968	0.00118476	1	False
tig00000828	12871902	15455209	1538520	-0.29571	0.000895666	1	False
tig00003717	48337	238563	1539106	-0.174697	0.0537385	1	False
tig00001150	4229198	11181348	1539517	0.0710671	0.472217	1	False
tig00002677	647209	4194339	1540389	-0.137074	0.17625	1	False
tig00001145	4077415	11768475	1542149	-0.229043	0.0100686	1	False
tig00002677	646653	4194339	1543687	0.019802	0.857513	1	False
tig00003495	41322	720606	1544627	-0.134213	0.155878	1	False
tig00001464	7461768	11227756	1547734	-0.120352	0.201764	1	False
tig00000185	318710	12254175	1547897	-0.0369637	0.556881	1	False
tig00002619	401003	2729857	1549894	0.206381	0.0335414	1	False
tig00001783	3618646	10237049	1550237	0.241144	0.0106963	1	False
tig00001782	8846615	10508961	1551282	0.139714	0.166204	1	False
tig00000001	8795585	18908168	1551728	-0.0343235	0.744289	1	False
tig00000001	11197510	18908168	1552112	0.00704071	1	1	False
tig00004115	42994	123652	1553347	0.339934	0.000263831	1	False
tig00000828	13863998	15455209	1554661	0.228603	0.0176628	1	False
tig00000506	8410794	17740257	1555584	0.0734874	0.465263	1	False
tig00003762	208453	439372	1555868	0.0121012	1	1	False
tig00001817	8075143	9308587	1558036	0.293289	0.00080883	1	False
tig00001145	7783583	11768475	1559358	0.0193619	0.960374	1	False
tig00001782	1213451	10508961	1559619	0.258086	0.006586	1	False
tig00002203	6753613	7194141	1561534	-0.110451	0.251079	1	False
tig00003428	812765	991913	1563018	-0.0468647	0.344646	1	False
tig00001817	7330675	9308587	1563361	-0.278548	0.00102444	1	False
tig00000412	6178602	17913698	1565423	0.154455	0.122476	1	False
tig00001939	1110519	8186305	1565692	0.19934	0.0294946	1	False
tig00001156	248052	367307	1566760	0.179318	0.0659013	1	False
tig00002102	3043732	7472613	1567157	-0.089549	0.336845	1	False
tig00002446	3955279	6334815	1569040	-0.246645	0.000920647	1	False
tig00001149	1790386	13016613	1569612	0.169857	0.0505107	1	False
tig00001191	6346175	12033210	1569723	0.226623	0.00945206	1	False
tig00000506	16442321	17740257	1569740	0.128053	0.102419	1	False
tig00000506	1321543	17740257	1571008	0.113091	0.200245	1	False
tig00001700	7903276	10324181	1571393	-0.119912	0.245806	1	False
tig00000025	9048024	15443400	1571905	-0.0369637	0.556881	1	False
tig00003166	397808	1596607	1574010	0.0822883	0.420655	1	False
tig00001055	11811233	14374819	1574279	-0.253685	0.00498981	1	False
tig00000025	14251021	15443400	1575123	-0.0268427	0.861122	1	False
tig00001191	6531133	12033210	1575939	0.176898	0.0681666	1	False
tig00002651	4124464	4963919	1576945	0.268207	0.00475454	1	False
tig00003717	48200	238563	1580203	0	1	1	False
tig00001191	2843088	12033210	1580977	-0.0374037	0.7291	1	False
tig00002102	1752103	7472613	1582205	-0.150055	0.0936854	1	False
tig00003428	459367	991913	1582343	-0.0776678	0.487683	1	False
tig00001191	1851456	12033210	1582657	-0.20198	0.0180748	1	False
tig00002102	3422737	7472613	1582743	-0.248405	0.0094154	1	False
tig00002102	5177199	7472613	1588089	0.0831683	0.4301	1	False
tig00001939	912250	8186305	1588406	-0.127833	0.158703	1	False
tig00001463	2227656	4068165	1588557	0.191639	0.0487101	1	False
tig00001149	11105643	13016613	1589042	-0.157536	0.0670474	1	False
tig00001145	4719186	11768475	1589988	-0.00286028	1	1	False
tig00000412	10431124	17913698	1592294	-0.125413	0.156914	1	False
tig00002801	243483	3154085	1592657	0.280528	0.00312073	1	False
tig00003305	212655	310088	1593349	0.120792	0.0684876	1	False
tig00000506	16888223	17740257	1594745	0.182398	0.0168287	1	False
tig00000001	6057712	18908168	1595412	-0.0468647	0.344646	1	False
tig00002801	509085	3154085	1596764	-0.00770077	1	1	False
tig00000380	1528280	20801507	1597466	-0.143014	0.0312019	1	False
tig00003637	470246	557493	1597509	-0.0695269	0.385618	1	False
tig00002446	1921010	6334815	1598063	-0.0941694	0.162985	1	False
tig00000969	3875387	7279655	1598470	0.156436	0.0898582	1	False
tig00001149	11748377	13016613	1599461	0.0547855	0.566283	1	False
tig00000969	2017999	7279655	1599900	-0.0209021	0.956778	1	False
tig00002203	7120579	7194141	1601694	-0.177338	0.0332586	1	False
tig00001340	8268242	12589972	1602966	-0.119032	0.127239	1	False
tig00001145	5752912	11768475	1604144	-0.0264026	0.901155	1	False
tig00002610	3625677	5659667	1604567	-0.0484048	0.713785	1	False
tig00000506	7531365	17740257	1605970	-0.249065	0.00129322	1	False
tig00002368	1962340	6727537	1609844	0.253465	0.00736756	1	False
tig00000506	5553118	17740257	1611742	-0.0679868	0.562154	1	False
tig00002203	716965	7194141	1613733	-0.243564	0.0103821	1	False
tig00001149	846397	13016613	1614071	-0.10077	0.253261	1	False
tig00000001	10542043	18908168	1616721	0.104951	0.320519	1	False
tig00002102	1920973	7472613	1618461	-0.020022	0.941983	1	False
tig00001340	10353456	12589972	1618923	-0.049725	0.5678	1	False
tig00002984	467400	2804958	1619729	0.128053	0.102419	1	False
tig00000025	15181552	15443400	1619784	-0.0567657	0.164148	1	False
tig00001877	898137	1711435	1619932	0.122332	0.235633	1	False
tig00001917	2687075	8314474	1620651	-0.0492849	0.415347	1	False
tig00001340	939360	12589972	1621565	0.0244225	0.884366	1	False
tig00000025	5895924	15443400	1621832	-0.384598	1.75509e-05	0.992027	False
tig00003912	104737	299258	1624286	-0.0690869	0.136133	1	False
tig00000025	9168188	15443400	1625380	0.20396	0.0353908	1	False
tig00000506	1884817	17740257	1626408	-0.236524	0.00619835	1	False
tig00002677	364287	4194339	1629226	0.211441	0.0277385	1	False
tig00001700	922169	10324181	1629724	-0.0171617	0.978483	1	False
tig00001340	3675772	12589972	1632078	-0.0145214	1	1	False
tig00002602	942690	1636001	1633810	-0.0176018	0.979148	1	False
tig00001191	6503293	12033210	1635837	0.0490649	0.599771	1	False
tig00000969	5346980	7279655	1636633	-0.113091	0.200245	1	False
tig00001782	5117586	10508961	1636755	-0.0154015	1	1	False
tig00002054	930025	1136721	1639605	0.0979098	0.345971	1	False
tig00000380	1247512	20801507	1640319	-0.187019	0.0400439	1	False
tig00002610	1597234	5659667	1640724	-0.179098	0.0686311	1	False
tig00001917	6975420	8314474	1641808	-0.0591859	0.260088	1	False
tig00000969	5910385	7279655	1641923	-0.167217	0.0726089	1	False
tig00002610	3437199	5659667	1642847	-0.000660062	1	1	False
tig00001340	8268242	12589972	1644218	-0.109131	0.161189	1	False
tig00002368	4424091	6727537	1645236	-0.187019	0.0400439	1	False
tig00001817	1266054	9308587	1647805	-0.271067	0.00193032	1	False
tig00000186	2592199	3292135	1648289	-0.0906491	0.370338	1	False
tig00000001	8430245	18908168	1650914	-0.0743674	0.269223	1	False
tig00000380	9503067	20801507	1651174	-0.0270627	0.773889	1	False
tig00000025	5201737	15443400	1655533	0.159296	0.109134	1	False
tig00000025	5153797	15443400	1655928	0.122112	0.230246	1	False
tig00000380	12164819	20801507	1656274	-0.0217822	0.934479	1	False
tig00003127	698764	1838928	1658298	-0.10231	0.32677	1	False
tig00000001	8641680	18908168	1658761	0.226183	0.0187616	1	False
tig00000506	15177603	17740257	1658985	-0.0589659	0.486294	1	False
tig00001917	6842601	8314474	1660819	0.238724	0.0108784	1	False
tig00000828	13409236	15455209	1662604	-0.131573	0.134843	1	False
tig00000828	15429567	15455209	1663559	-0.049725	0.5678	1	False
tig00000938	4898182	6934925	1664530	0.164356	0.0978383	1	False
tig00001149	4688870	13016613	1664852	-0.0171617	0.978483	1	False
tig00000938	242255	6934925	1665458	0.179318	0.0659013	1	False
tig00001055	11132855	14374819	1665523	-0.2044	0.0193727	1	False
tig00001149	11033440	13016613	1666685	0.194279	0.0401627	1	False
tig00000412	8699583	17913698	1666947	-0.187239	0.0224034	1	False
tig00001149	9846200	13016613	1667303	-0.0732673	0.503191	1	False
tig00003905	69566	188981	1669399	0.179318	0.0659013	1	False
tig00003717	5037	238563	1669734	0.112651	0.273367	1	False
tig00001145	564590	11768475	1670718	-0.169637	0.0722897	1	False
tig00001817	5765156	9308587	1670893	0.00990099	1	1	False
tig00000001	4074171	18908168	1672669	0.0884489	0.317516	1	False
tig00000001	14631011	18908168	1672748	-0.208581	0.0290214	1	False
tig00002368	5153497	6727537	1673294	0.147415	0.122489	1	False
tig00001916	490409	756760	1674192	-0.110891	0.107544	1	False
tig00002677	953589	4194339	1674251	-0.131793	0.171484	1	False
tig00002368	4203012	6727537	1675865	-0.19956	0.0164772	1	False
tig00000380	497532	20801507	1677045	0.256326	0.0024475	1	False
tig00002446	5234679	6334815	1679363	-0.0620462	0.411451	1	False
tig00001150	2667312	11181348	1679399	-0.221782	0.00774441	1	False
tig00002203	4996910	7194141	1679561	0.0862486	0.183521	1	False
tig00002446	3343834	6334815	1682393	0.189219	0.0506352	1	False
tig00002368	5153497	6727537	1683209	-0.263806	0.00120448	1	False
tig00000412	15603083	17913698	1683438	0.00990099	1	1	False
tig00000025	9168325	15443400	1684905	0.186579	0.0570461	1	False
tig00001055	2820028	14374819	1685771	-0.0591859	0.260088	1	False
tig00001055	5107532	14374819	1686438	-0.0842684	0.21006	1	False
tig00002054	930161	1136721	1691737	0.0979098	0.345971	1	False
tig00000828	12039635	15455209	1693918	-0.209461	0.0106801	1	False
tig00000025	10603834	15443400	1695708	0.176898	0.0681666	1	False
tig00001782	2002604	10508961	1696107	-0.178878	0.0625855	1	False
tig00003219	603058	1349077	1697428	0.245985	0.00995006	1	False
tig00002610	4256542	5659667	1697914	-0.0732673	0.503191	1	False
tig00003158	1159712	1524380	1699011	-0.10429	0.223099	1	False
tig00002610	3932334	5659667	1699094	-0.0745874	0.400305	1	False
tig00001939	1411827	8186305	1702880	-0.183938	0.0590638	1	False
tig00003774	15648	410923	1703274	0.0343234	0.744289	1	False
tig00001464	1592001	11227756	1703532	0.0910891	0.22342	1	False
tig00001055	6195752	14374819	1706183	0.0688669	0.381208	1	False
tig00001340	1891104	12589972	1707149	-0.0968097	0.238956	1	False
tig00001191	1475449	12033210	1708701	0.211221	0.0292869	1	False
tig00000001	8443861	18908168	1708914	-0.117932	0.20252	1	False
tig00000380	1698700	20801507	1709779	-0.00704068	1	1	False
tig00001917	4270412	8314474	1712041	-0.0239824	0.922764	1	False
tig00001149	2175475	13016613	1712492	-0.0171617	0.978483	1	False
tig00002203	4172134	7194141	1715346	-0.0719472	0.330986	1	False
tig00001464	235178	11227756	1717827	-0.131793	0.171484	1	False
tig00001191	8557489	12033210	1718087	0.0836084	0.309219	1	False
tig00000828	9853634	15455209	1718232	0.0257426	0.912791	1	False
tig00000380	15380635	20801507	1718590	-0.147855	0.0472512	1	False
tig00000380	13871146	20801507	1719085	0.0928493	0.386073	1	False
tig00001817	7368580	9308587	1720025	-0.107151	0.290561	1	False
tig00003204	1071295	1269505	1720666	-0.152255	0.118115	1	False
tig00003127	1566422	1838928	1724689	0.20132	0.0384161	1	False
tig00001191	10567056	12033210	1724787	0.00220022	1	1	False
tig00002368	1678947	6727537	1724910	-0.0352035	0.804298	1	False
tig00000412	10743357	17913698	1729812	-0.135314	0.119109	1	False
tig00003348	84857	1025112	1729856	0.149835	0.120626	1	False
tig00001340	3600213	12589972	1730311	-0.0646865	0.478245	1	False
