#source:radsex-map;min_depth:5;min_qual:20;min_freq:0.1;signif_threshold:0.05;bonferroni:true;n_markers:56523
Contig	Position	Length	Marker_id	Bias	P	CorrectedP	Signif
tig00000930	3768920	5659495	1325579	-0.0171617	0.978483	1	False
tig00003491	5063668	6519104	1327331	0.00462046	1	1	False
tig00001217	15840530	16845187	1328277	0.238504	0.0129805	1	False
tig00002429	3976123	12961090	1328368	0.191639	0.0487101	1	False
tig00003308	373740	6933389	1329307	-0.0171617	0.978483	1	False
tig00000001	21489664	27980525	1330700	0.162376	0.0713269	1	False
tig00000942	3658918	18925939	1330848	-0.0171617	0.978483	1	False
tig00005191	341517	983084	1330903	-0.159296	0.109134	1	False
tig00000942	10775937	18925939	1331154	0.0886689	0.206588	1	False
tig00012835	4827758	6571098	1331425	0.187239	0.0224034	1	False
tig00000625	1943017	15219860	1331958	0.112431	0.282206	1	False
tig00000002	8844772	15438777	1334011	0.112431	0.282206	1	False
tig00001612	9685818	14759860	1336326	0.213641	0.0269492	1	False
tig00000245	11332353	30520486	1338200	-0.0660066	0.538163	1	False
tig00004907	1016377	1334656	1338510	-0.354896	9.56107e-05	1	False
tig00012845	8871856	11727073	1339043	0.0244225	0.884366	1	False
tig00000692	752201	25323691	1340500	0.00220022	1	1	False
tig00000002	10769215	15438777	1341370	0.133113	0.0522491	1	False
tig00000245	25257479	30520486	1343348	-0.0191419	0.968483	1	False
tig00003308	4295720	6933389	1344764	-0.0893289	0.253164	1	False
tig00012845	10736042	11727073	1351671	-0.0783278	0.448973	1	False
tig00012842	6326215	12144728	1352749	-0.1967	0.0394303	1	False
tig00000618	1413530	1684207	1353905	-0.245765	0.0101134	1	False
tig00001327	7520994	9892790	1354070	0.135094	0.157435	1	False
tig00002862	8816192	10843087	1354081	-0.246425	0.00395332	1	False
tig00004907	1016240	1334656	1354104	-0.106931	0.25563	1	False
tig00001595	2596333	9008369	1354139	0.267987	0.00473963	1	False
tig00000002	8844772	15438777	1354890	-0.136854	0.165744	1	False
tig00003678	2020894	5183423	1358664	-0.213861	0.0265929	1	False
tig00012845	1909454	11727073	1360056	-0.124752	0.225006	1	False
tig00003491	3439895	6519104	1360231	-0.020022	0.941983	1	False
tig00002862	817830	10843087	1360673	-0.194279	0.0401627	1	False
tig00003678	1765028	5183423	1363541	-0.19692	0.0288656	1	False
tig00003308	4295720	6933389	1364489	-0.130033	0.189415	1	False
tig00004212	528529	2574747	1366297	-0.170957	0.0260136	1	False
tig00000930	3706233	5659495	1369794	0.0426843	0.739095	1	False
tig00000770	1976178	2390137	1370886	-0.029923	0.804458	1	False
tig00012845	6797065	11727073	1372215	-0.0750275	0.493867	1	False
tig00000692	11471504	25323691	1372957	-0.0270627	0.773889	1	False
tig00000001	15034430	27980525	1373039	-0.159956	0.0695969	1	False
tig00012845	7266557	11727073	1374289	0.246205	0.00757811	1	False
tig00000001	10955074	27980525	1376686	-0.178878	0.0625855	1	False
tig00002298	8267699	13291068	1377946	0.0732673	0.503191	1	False
tig00001217	7265561	16845187	1378407	0.112871	0.24764	1	False
tig00000002	10449445	15438777	1378589	-0.0591859	0.260088	1	False
tig00003491	4485009	6519104	1379025	0.236084	0.0137575	1	False
tig00004907	897853	1334656	1379869	-0.310451	0.000636064	1	False
tig00002832	5736323	10651886	1380864	-0.0123212	1	1	False
tig00001217	16115022	16845187	1384055	0.139934	0.152253	1	False
tig00001612	3305045	14759860	1384774	-0.169637	0.0722897	1	False
tig00012821	62618	2020990	1386121	0.0413641	0.74765	1	False
tig00000001	21968429	27980525	1386253	-0.256546	0.000452961	1	False
tig00012845	5671032	11727073	1386525	0.0121012	1	1	False
tig00003149	8135739	9029003	1387028	0.0228823	0.930886	1	False
tig00000942	9726620	18925939	1388046	0.040044	0.740519	1	False
tig00000001	24087277	27980525	1388455	-0.010121	1	1	False
tig00000942	13479722	18925939	1389630	-0.139494	0.166437	1	False
tig00004601	1678750	2172363	1391013	0.265787	0.00498389	1	False
tig00000245	9783313	30520486	1391906	0.00748074	1	1	False
tig00003491	1302703	6519104	1395605	-0.0468647	0.344646	1	False
tig00000692	8761788	25323691	1397621	-0.0341034	0.800803	1	False
tig00001217	5068059	16845187	1399477	0.0019802	1	1	False
tig00003877	34027	118969	1402031	0.00220022	1	1	False
tig00000245	3599251	30520486	1402789	-0.150275	0.0537575	1	False
tig00003491	3269666	6519104	1403899	-0.0369637	0.556881	1	False
tig00001217	15448347	16845187	1408383	0.0244225	0.884366	1	False
tig00012821	252649	2020990	1408518	0.0664466	0.368152	1	False
tig00001327	5912295	9892790	1409528	0.179318	0.0659013	1	False
tig00001217	8299821	16845187	1410028	-0.00550056	1	1	False
tig00003678	919122	5183423	1410491	0.20154	0.0370109	1	False
tig00002429	2915653	12961090	1410771	0.0959296	0.244114	1	False
tig00005191	898191	983084	1411334	-0.142794	0.083804	1	False
tig00001327	1855063	9892790	1412675	-0.172277	0.0524451	1	False
tig00000245	25394254	30520486	1414508	-0.110671	0.196784	1	False
tig00000001	22065813	27980525	1414745	-0.256326	0.0024475	1	False
tig00000097	6131621	17434254	1417960	-0.0761276	0.394636	1	False
tig00002298	10668210	13291068	1421502	0.187019	0.0400439	1	False
tig00001612	7892438	14759860	1424246	-0.184158	0.0602999	1	False
tig00012835	1031920	6571098	1424613	-0.271067	0.00193032	1	False
tig00003678	3107440	5183423	1425175	0.218922	0.0210823	1	False
tig00005191	898328	983084	1426445	0.0490649	0.599771	1	False
tig00002298	11595760	13291068	1427451	0.0831683	0.4301	1	False
tig00002437	8434970	11926864	1428733	-0.226623	0.00945206	1	False
tig00001217	10526951	16845187	1431100	-0.238944	0.00672538	1	False
tig00001595	3620352	9008369	1431358	-0.0906491	0.370338	1	False
tig00002832	9807414	10651886	1432581	0.164356	0.0978383	1	False
tig00000866	13268	3148849	1434095	-0.0783278	0.448973	1	False
tig00000618	1288648	1684207	1435921	-0.280968	0.00118476	1	False
tig00003308	291104	6933389	1436126	0.179758	0.0357505	1	False
tig00002829	5959029	11463733	1437899	-0.0992299	0.202751	1	False
tig00000245	6297933	30520486	1440435	-0.0151815	1	1	False
tig00001612	213853	14759860	1441608	0.166777	0.0925749	1	False
tig00000001	25774032	27980525	1441755	-0.151155	0.0454082	1	False
tig00003308	6451467	6933389	1442783	-0.128933	0.0997484	1	False
tig00012845	602214	11727073	1444637	0.137074	0.17625	1	False
tig00001217	16617086	16845187	1450292	-0.080308	0.473425	1	False
tig00000625	1474234	15219860	1450470	0.142134	0.159126	1	False
tig00000245	10541971	30520486	1450795	-0.0620462	0.411451	1	False
tig00001217	14660158	16845187	1451897	-0.226403	0.0154374	1	False
tig00000001	6704304	27980525	1456344	-0.0369637	0.556881	1	False
tig00000866	391580	3148849	1456366	0.127393	0.211351	1	False
tig00001612	13108634	14759860	1458165	0.179318	0.0659013	1	False
tig00001327	9121548	9892790	1458320	-0.271067	0.00193032	1	False
tig00000245	4236696	30520486	1459531	-0.00726074	1	1	False
tig00001612	14367466	14759860	1459557	-0.135314	0.119109	1	False
tig00012845	2835639	11727073	1461839	0.00462046	1	1	False
tig00002862	4256280	10843087	1462945	-0.0343235	0.744289	1	False
tig00003921	1505819	4418422	1464536	-0.114852	0.26989	1	False
tig00005066	456756	1154614	1465220	-0.120352	0.201764	1	False
tig00003308	575747	6933389	1465772	-0.010121	1	1	False
tig00000002	9592234	15438777	1466322	-0.0690869	0.136133	1	False
tig00012835	4888033	6571098	1468771	-0.219362	0.00668842	1	False
tig00002829	266398	11463733	1469582	-0.020242	0.952758	1	False
tig00002832	906459	10651886	1470074	-0.176238	0.055771	1	False
tig00001157	1085262	1681986	1470420	-0.0369637	0.556881	1	False
tig00000001	2836044	27980525	1471450	0.119912	0.245806	1	False
tig00003149	6079244	9029003	1471506	0.206381	0.0335414	1	False
tig00001612	1752944	14759860	1472259	-0.0468647	0.344646	1	False
tig00003302	141503	450692	1473753	-0.221342	0.0204951	1	False
tig00001217	14211216	16845187	1475468	-0.115291	0.243325	1	False
tig00012845	10735895	11727073	1478292	-0.0393839	0.588476	1	False
tig00002298	2186588	13291068	1479135	-0.0184819	0.978436	1	False
tig00003149	6761523	9029003	1479755	0.119912	0.245806	1	False
tig00005588	182594	406957	1480547	-0.0393839	0.588476	1	False
tig00000001	26209606	27980525	1480801	-0.169197	0.0870093	1	False
tig00003308	6051685	6933389	1482526	0.0811881	0.300451	1	False
tig00003678	3484180	5183423	1483147	0.0415842	0.705422	1	False
tig00000942	5031851	18925939	1483216	-0.0567657	0.164148	1	False
tig00000001	21968566	27980525	1483871	-0.059626	0.47003	1	False
tig00000692	16987279	25323691	1484778	0.208801	0.0314956	1	False
tig00000001	27303749	27980525	1487682	-0.0275028	0.849521	1	False
tig00001327	772821	9892790	1487993	0.171837	0.0811274	1	False
tig00000625	14877398	15219860	1488352	0.0734874	0.465263	1	False
tig00002298	10663286	13291068	1488387	-0.176898	0.0681666	1	False
tig00000942	10828946	18925939	1490492	-0.167217	0.0726089	1	False
tig00000001	21489527	27980525	1492457	-0.0567657	0.164148	1	False
tig00003308	2900908	6933389	1492844	-0.152255	0.118115	1	False
tig00003211	805809	2901310	1493190	0.105171	0.316344	1	False
tig00001100	3948442	7857597	1494344	0.147195	0.139616	1	False
tig00000625	14812156	15219860	1497705	-0.0814081	0.10914	1	False
tig00003149	6251413	9029003	1500827	0.0385039	0.799585	1	False
tig00003595	3797203	5309318	1501389	-0.0715072	0.198353	1	False
tig00000245	25257479	30520486	1502774	-0.231463	0.0105173	1	False
tig00001217	15448226	16845187	1503559	-0.0349835	0.771973	1	False
tig00001217	12838123	16845187	1504277	-0.166117	0.0453177	1	False
tig00000001	2836044	27980525	1506349	-0.10297	0.301968	1	False
tig00002298	2051460	13291068	1510814	-0.119032	0.127239	1	False
tig00000245	30169358	30520486	1513230	-0.283388	0.00132388	1	False
tig00003595	253847	5309318	1513989	-0.0948295	0.364425	1	False
tig00000625	14877398	15219860	1516180	0.0466447	0.603748	1	False
tig00000245	5068716	30520486	1518354	-0.159296	0.109134	1	False
tig00000625	3429907	15219860	1520768	0.260506	0.00579376	1	False
tig00000245	11876924	30520486	1522268	-0.0215622	0.945139	1	False
tig00001595	1872007	9008369	1522934	0.0873488	0.404128	1	False
tig00004212	2565267	2574747	1523091	-0.0468647	0.344646	1	False
tig00000001	5189692	27980525	1527147	0.0862486	0.183521	1	False
tig00000097	8181798	17434254	1527480	-0.127833	0.158703	1	False
tig00003595	253565	5309318	1530014	0.0811881	0.300451	1	False
tig00000097	7340453	17434254	1530213	-0.0954895	0.354734	1	False
tig00000692	23832847	25323691	1531269	-0.0860286	0.314657	1	False
tig00004907	1012544	1334656	1531370	-0.344995	0.000160463	1	False
tig00003491	1814992	6519104	1533225	-0.0468647	0.344646	1	False
tig00001788	8164261	8506232	1533711	-0.20198	0.0180748	1	False
tig00002832	195588	10651886	1534262	0.00440045	1	1	False
tig00000770	866474	2390137	1537210	0.00946096	1	1	False
tig00003308	6721553	6933389	1537282	-0.010561	1	1	False
tig00002832	894143	10651886	1539106	-0.174697	0.0537385	1	False
tig00001327	9121685	9892790	1539517	0.0710671	0.472217	1	False
tig00000942	12643127	18925939	1540389	-0.137074	0.17625	1	False
tig00001217	10527088	16845187	1542149	-0.229043	0.0100686	1	False
tig00000942	12642594	18925939	1543687	0.019802	0.857513	1	False
tig00000001	648357	27980525	1544627	-0.134213	0.155878	1	False
tig00000245	23351787	30520486	1547734	-0.120352	0.201764	1	False
tig00001100	363288	7857597	1547897	-0.0369637	0.556881	1	False
tig00002429	1029967	12961090	1549894	0.206381	0.0335414	1	False
tig00000930	3698600	5659495	1550237	0.241144	0.0106963	1	False
tig00000942	3202797	18925939	1551282	0.139714	0.166204	1	False
tig00003149	6079381	9029003	1551728	-0.0343235	0.744289	1	False
tig00000002	15221471	15438777	1552112	0.00704071	1	1	False
tig00000097	17152381	17434254	1553347	0.339934	0.000263831	1	False
tig00000002	2596269	15438777	1555584	0.0734874	0.465263	1	False
tig00012845	426320	11727073	1555868	0.0121012	1	1	False
tig00001217	6802012	16845187	1559358	0.0193619	0.960374	1	False
tig00000942	10776076	18925939	1559619	0.258086	0.006586	1	False
tig00003678	401483	5183423	1561534	-0.110451	0.251079	1	False
tig00000245	1052960	30520486	1563018	-0.0468647	0.344646	1	False
tig00003921	2448934	4418422	1563361	-0.278548	0.00102444	1	False
tig00000001	13496582	27980525	1565423	0.154455	0.122476	1	False
tig00001595	6325876	9008369	1565692	0.19934	0.0294946	1	False
tig00005588	182725	406957	1566760	0.179318	0.0659013	1	False
tig00012845	6474643	11727073	1567157	-0.089549	0.336845	1	False
tig00000097	13740019	17434254	1569040	-0.246645	0.000920647	1	False
tig00012842	8703929	12144728	1569612	0.169857	0.0505107	1	False
tig00000002	10566976	15438777	1569740	0.128053	0.102419	1	False
tig00012835	1031920	6571098	1571008	0.113091	0.200245	1	False
tig00002829	5333342	11463733	1571393	-0.119912	0.245806	1	False
tig00001612	8601349	14759860	1571905	-0.0369637	0.556881	1	False
tig00002429	6815884	12961090	1574010	0.0822883	0.420655	1	False
tig00000245	16997002	30520486	1574279	-0.253685	0.00498981	1	False
tig00001612	13891936	14759860	1575123	-0.0268427	0.861122	1	False
tig00002298	2050483	13291068	1575358	0.0165017	0.995807	1	False
tig00001788	2973719	8506232	1575939	0.176898	0.0681666	1	False
tig00003491	2325237	6519104	1576945	0.268207	0.00475454	1	False
tig00002832	894280	10651886	1580203	0	1	1	False
tig00000692	5311810	25323691	1580977	-0.0374037	0.7291	1	False
tig00012845	5186580	11727073	1582205	-0.150055	0.0936854	1	False
tig00000245	734985	30520486	1582343	-0.0776678	0.487683	1	False
tig00000692	4265889	25323691	1582657	-0.20198	0.0180748	1	False
tig00012845	6855373	11727073	1582743	-0.248405	0.0094154	1	False
tig00003678	919123	5183423	1584205	0.118372	0.0525374	1	False
tig00012845	8605976	11727073	1588089	0.0831683	0.4301	1	False
tig00001595	6493955	9008369	1588406	-0.127833	0.158703	1	False
tig00000245	3035851	30520486	1588557	0.191639	0.0487101	1	False
tig00000002	740554	15438777	1589042	-0.157536	0.0670474	1	False
tig00001217	9884927	16845187	1589988	-0.00286028	1	1	False
tig00000001	9184410	27980525	1592294	-0.125413	0.156914	1	False
tig00003308	4828985	6933389	1592657	0.280528	0.00312073	1	False
tig00000002	10997615	15438777	1594745	0.182398	0.0168287	1	False
tig00003149	3509362	9029003	1595412	-0.0468647	0.344646	1	False
tig00003308	4567650	6933389	1596764	-0.00770077	1	1	False
tig00000097	2696014	17434254	1597309	-0.0972497	0.344172	1	False
tig00000692	23832609	25323691	1597466	-0.143014	0.0312019	1	False
tig00005134	698243	1026333	1597509	-0.0695269	0.385618	1	False
tig00000097	11770896	17434254	1598063	-0.0941694	0.162985	1	False
tig00003678	948854	5183423	1598328	0.20132	0.0384161	1	False
tig00002832	4201309	10651886	1598470	0.156436	0.0898582	1	False
tig00000002	122958	15438777	1599461	0.0547855	0.566283	1	False
tig00002832	6048182	10651886	1599900	-0.0209021	0.956778	1	False
tig00003678	71982	5183423	1601694	-0.177338	0.0332586	1	False
tig00002437	5406785	11926864	1602966	-0.119032	0.127239	1	False
tig00001217	8808631	16845187	1604144	-0.0264026	0.901155	1	False
tig00003595	1324161	5309318	1604567	-0.0484048	0.713785	1	False
tig00000002	1712207	15438777	1605970	-0.249065	0.00129322	1	False
tig00002298	4562270	13291068	1609844	0.253465	0.00736756	1	False
tig00012835	5140858	6571098	1611742	-0.0679868	0.562154	1	False
tig00012842	9573106	12144728	1614071	-0.10077	0.253261	1	False
tig00003149	7824600	9029003	1616721	0.104951	0.320519	1	False
tig00012845	5350004	11727073	1618461	-0.020022	0.941983	1	False
tig00002437	7491039	11926864	1618923	-0.049725	0.5678	1	False
tig00012845	2983382	11727073	1619729	0.128053	0.102419	1	False
tig00004212	1463464	2574747	1619784	-0.0567657	0.164148	1	False
tig00001217	14939752	16845187	1619932	0.122332	0.235633	1	False
tig00000097	4306371	17434254	1620651	-0.0492849	0.415347	1	False
tig00003937	1801445	3163653	1621565	0.0244225	0.884366	1	False
tig00000001	27690588	27980525	1624286	-0.0690869	0.136133	1	False
tig00001612	8731297	14759860	1625380	0.20396	0.0353908	1	False
tig00012835	1591037	6571098	1626408	-0.236524	0.00619835	1	False
tig00003491	6515307	6519104	1626748	-0.145214	0.0882129	1	False
tig00004142	992367	2846571	1629724	-0.0171617	0.978483	1	False
tig00001788	2165103	8506232	1631977	0.00704071	1	1	False
tig00002437	806032	11926864	1632078	-0.0145214	1	1	False
tig00003308	853579	6933389	1633810	-0.0176018	0.979148	1	False
tig00001788	2945882	8506232	1635837	0.0490649	0.599771	1	False
tig00002832	2778651	10651886	1636633	-0.113091	0.200245	1	False
tig00000942	6910158	18925939	1636755	-0.0154015	1	1	False
tig00002298	12631204	13291068	1639605	0.0979098	0.345971	1	False
tig00000692	24119664	25323691	1640319	-0.187019	0.0400439	1	False
tig00002298	691144	13291068	1640724	-0.179098	0.0686311	1	False
tig00000097	8595450	17434254	1641808	-0.0591859	0.260088	1	False
tig00002832	2212225	10651886	1641923	-0.167217	0.0726089	1	False
tig00003595	1147091	5309318	1642847	-0.000660062	1	1	False
tig00002437	5406785	11926864	1644218	-0.109131	0.161189	1	False
tig00002298	7061836	13291068	1645236	-0.187019	0.0400439	1	False
tig00002429	9243673	12961090	1647805	-0.271067	0.00193032	1	False
tig00000002	14388872	15438777	1648289	-0.0906491	0.370338	1	False
tig00003149	5737519	9029003	1650914	-0.0743674	0.269223	1	False
tig00000692	15746277	25323691	1651174	-0.0270627	0.773889	1	False
tig00001612	4539364	14759860	1655533	0.159296	0.109134	1	False
tig00001612	4492554	14759860	1655928	0.122112	0.230246	1	False
tig00000692	13071888	25323691	1656274	-0.0217822	0.934479	1	False
tig00003149	5934306	9029003	1658761	0.226183	0.0187616	1	False
tig00000002	9315967	15438777	1658985	-0.0589659	0.486294	1	False
tig00000097	8470981	17434254	1660819	0.238724	0.0108784	1	False
tig00000245	9269129	30520486	1662604	-0.131573	0.134843	1	False
tig00002832	10141539	10651886	1664530	0.164356	0.0978383	1	False
tig00012842	5898862	12144728	1664852	-0.0171617	0.978483	1	False
tig00001327	4187571	9892790	1665458	0.179318	0.0659013	1	False
tig00000245	16334267	30520486	1665523	-0.2044	0.0193727	1	False
tig00000002	811894	15438777	1666685	0.194279	0.0401627	1	False
tig00000001	10961353	27980525	1666947	-0.187239	0.0224034	1	False
tig00012842	798212	12144728	1667303	-0.0732673	0.503191	1	False
tig00003491	658617	6519104	1669399	0.179318	0.0659013	1	False
tig00002832	934408	10651886	1669734	0.112651	0.273367	1	False
tig00001217	14015187	16845187	1670718	-0.169637	0.0722897	1	False
tig00003921	894398	4418422	1670893	0.00990099	1	1	False
tig00001100	7199630	7857597	1672748	-0.208581	0.0290214	1	False
tig00002298	7783280	13291068	1673294	0.147415	0.122489	1	False
tig00002298	11557012	13291068	1674192	-0.110891	0.107544	1	False
tig00000942	12929639	18925939	1674251	-0.131793	0.171484	1	False
tig00002298	6852796	13291068	1675865	-0.19956	0.0164772	1	False
tig00000692	24826660	25323691	1677045	0.256326	0.0024475	1	False
tig00000097	15031872	17434254	1679363	-0.0620462	0.411451	1	False
tig00001327	7520994	9892790	1679399	-0.221782	0.00774441	1	False
tig00003678	2066245	5183423	1679561	0.0862486	0.183521	1	False
tig00000097	13166717	17434254	1682393	0.189219	0.0506352	1	False
tig00002298	7783280	13291068	1683209	-0.263806	0.00120448	1	False
tig00000001	3935578	27980525	1683438	0.00990099	1	1	False
tig00001612	8731434	14759860	1684905	0.186579	0.0570461	1	False
tig00000245	8233258	30520486	1685771	-0.0591859	0.260088	1	False
tig00000245	10555063	30520486	1686438	-0.0842684	0.21006	1	False
tig00002298	12631330	13291068	1691737	0.0979098	0.345971	1	False
tig00001983	162137	1775912	1693918	-0.209461	0.0106801	1	False
tig00003937	1017378	3163653	1695360	-0.141914	0.156267	1	False
tig00001612	10247081	14759860	1695708	0.176898	0.0681666	1	False
tig00000942	10015518	18925939	1696107	-0.178878	0.0625855	1	False
tig00004907	689128	1334656	1697428	0.245985	0.00995006	1	False
tig00003595	1618699	5309318	1699094	-0.0745874	0.400305	1	False
tig00001595	6051428	9008369	1702880	-0.183938	0.0590638	1	False
tig00000245	4973	30520486	1703274	0.0343234	0.744289	1	False
tig00000245	29585371	30520486	1703532	0.0910891	0.22342	1	False
tig00000245	11610258	30520486	1706183	0.0688669	0.381208	1	False
tig00003937	888517	3163653	1707149	-0.0968097	0.238956	1	False
tig00002298	7832981	13291068	1707717	0.0121012	1	1	False
tig00000692	3884490	25323691	1708701	0.211221	0.0292869	1	False
tig00003149	5751438	9029003	1708914	-0.117932	0.20252	1	False
tig00000692	23664504	25323691	1709779	-0.00704068	1	1	False
tig00000097	5990865	17434254	1712041	-0.0239824	0.922764	1	False
tig00012842	8336919	12144728	1712492	-0.0171617	0.978483	1	False
tig00003678	2887952	5183423	1715346	-0.0719472	0.330986	1	False
tig00000625	14877398	15219860	1717827	-0.131793	0.171484	1	False
tig00001788	4941182	8506232	1718087	0.0836084	0.309219	1	False
tig00000625	1994941	15219860	1718232	0.0257426	0.912791	1	False
tig00000692	9843755	25323691	1718590	-0.147855	0.0472512	1	False
tig00000692	11343959	25323691	1719085	0.0928493	0.386073	1	False
tig00003921	2484798	4418422	1720025	-0.107151	0.290561	1	False
tig00001595	8753477	9008369	1724689	0.20132	0.0384161	1	False
tig00001788	6848098	8506232	1724787	0.00220022	1	1	False
tig00002298	4275228	13291068	1724910	-0.0352035	0.804298	1	False
tig00000001	8880884	27980525	1729812	-0.135314	0.119109	1	False
tig00004212	1029807	2574747	1729856	0.149835	0.120626	1	False
tig00002437	721447	11926864	1730311	-0.0646865	0.478245	1	False
tig00001217	13441747	16845187	1730405	-0.0468647	0.344646	1	False
tig00000942	13434439	18925939	1731014	-0.271067	0.00193032	1	False
tig00001217	15034571	16845187	1731352	-0.187019	0.0400439	1	False
tig00002429	1904104	12961090	1731737	-0.0171617	0.978483	1	False
tig00000245	16457280	30520486	1732658	-0.231463	0.0105173	1	False
tig00012842	5645085	12144728	1732942	-0.0169417	0.988836	1	False
tig00000866	2806067	3148849	1734206	-0.0468647	0.344646	1	False
tig00002298	11595760	13291068	1737051	-0.270627	0.00446817	1	False
tig00000002	14469114	15438777	1739941	-0.0591859	0.260088	1	False
tig00001612	2905294	14759860	1741073	0.114191	0.180637	1	False
tig00003308	290984	6933389	1742488	0.155116	0.0636045	1	False
tig00000942	3712231	18925939	1743278	-0.120352	0.201764	1	False
tig00002437	2021986	11926864	1744137	-0.0270627	0.773889	1	False
tig00001788	2973719	8506232	1748097	-0.142574	0.123967	1	False
tig00000692	24119806	25323691	1748704	-0.226623	0.00945206	1	False
tig00000692	24517805	25323691	1749101	0.135094	0.157435	1	False
tig00000001	3767653	27980525	1749499	0.159516	0.107291	1	False
tig00012845	2974985	11727073	1749857	0.0836084	0.309219	1	False
tig00000097	2696014	17434254	1750373	-0.0721672	0.438489	1	False
tig00000001	1673608	27980525	1751325	0.166777	0.0925749	1	False
tig00000097	5990865	17434254	1751530	0.156876	0.11597	1	False
tig00001595	8014203	9008369	1752095	0.0633664	0.58152	1	False
tig00000097	128526	17434254	1752450	-0.172277	0.0524451	1	False
tig00002862	6693082	10843087	1752791	-0.029923	0.804458	1	False
tig00000866	67813	3148849	1754204	0.0541254	0.470737	1	False
tig00000770	902751	2390137	1757585	-0.0591859	0.260088	1	False
tig00001217	3937566	16845187	1757628	-0.219142	0.0147233	1	False
